CandidateID,RequisitionID,Department,JobTitle,JobLevel,ApplicationDate,SourceChannel,HighestStageReached,Hired,EmployeeID,ApplicationToHireDays
CAND02335,REQ00383,Product,Principal Product Manager,Staff,23-12-23,LinkedIn,Hired,No,,
CAND02336,REQ00383,Product,Principal Product Manager,Staff,15-12-23,LinkedIn,Phone Screen,No,,
CAND02337,REQ00383,Product,Principal Product Manager,Staff,15-12-23,University Recruiting,Skills Assessment,No,,
CAND02338,REQ00383,Product,Principal Product Manager,Staff,20-12-23,Referral,Withdrew,No,,
CAND02339,REQ00383,Product,Principal Product Manager,Staff,07-12-23,Job Board,Skills Assessment,No,,
CAND02340,REQ00383,Product,Principal Product Manager,Staff,23-12-23,Company Careers Site,Onsite Interview,No,,
CAND02341,REQ00383,Product,Principal Product Manager,Staff,17-12-23,Job Board,Phone Screen,No,,
CAND02342,REQ00383,Product,Principal Product Manager,Staff,19-12-23,Company Careers Site,Skills Assessment,No,,
CAND02343,REQ00384,People,Senior HR Business Partner,Senior,12-12-25,Referral,Hired,Yes,EMP00384,28
CAND02344,REQ00384,People,Senior HR Business Partner,Senior,19-12-25,Company Careers Site,Offer Extended,No,,
CAND02345,REQ00384,People,Senior HR Business Partner,Senior,07-12-25,Company Careers Site,Skills Assessment,No,,
CAND02346,REQ00384,People,Senior HR Business Partner,Senior,19-12-25,LinkedIn,Skills Assessment,No,,
CAND02347,REQ00384,People,Senior HR Business Partner,Senior,03-12-25,Job Board,Onsite Interview,No,,
CAND02348,REQ00385,Product,Associate Product Manager,Entry-Level,30-08-25,Job Board,Hired,Yes,EMP00385,14
CAND02349,REQ00385,Product,Associate Product Manager,Entry-Level,21-08-25,University Recruiting,Skills Assessment,No,,
CAND02350,REQ00385,Product,Associate Product Manager,Entry-Level,06-09-25,Job Board,Offer Extended,No,,
CAND02351,REQ00385,Product,Associate Product Manager,Entry-Level,27-08-25,Job Board,Skills Assessment,No,,
CAND02352,REQ00385,Product,Associate Product Manager,Entry-Level,07-09-25,Job Board,Offer Extended,No,,
CAND02353,REQ00385,PRODUCT,Associate Product Manager,Entry-Level,23-08-25,LinkedIn,Applied,No,,
CAND02354,REQ00386,SALES,Account Executive,Mid-Level,11-09-23,Referral,Hired,Yes,EMP00386,23
CAND02355,REQ00386,Sales,Account Executive,Mid-Level,04-09-23,Company Careers Site,Onsite Interview,No,,
CAND02356,REQ00386,Sales,Account Executive,Mid-Level,18-09-23,Referral,Applied,No,,
CAND02357,REQ00386,Sales,Account Executive,Mid-Level,03-09-23,LinkedIn,Phone Screen,No,,
CAND02358,REQ00386,Sales,Account Executive,Mid-Level,20-09-23,Recruiting Agency,Applied,No,,
CAND02359,REQ00386,Sales,Account Executive,Mid-Level,10-09-23,LinkedIn,Onsite Interview,No,,
CAND02360,REQ00386,SALES,Account Executive,Mid-Level,07-09-23,Job Board,Onsite Interview,No,,
CAND02361,REQ00386,Sales,Account Executive,Mid-Level,11-09-23,Job Board,Phone Screen,No,,
CAND02362,REQ00387,Engineering,Software Engineer II,Mid-Level,05-07-23,Recruiting Agency,Hired,Yes,EMP00387,19
CAND02363,REQ00387,Engineering,Software Engineer II,Mid-Level,27-06-23,Company Careers Site,Hired,No,,
CAND02364,REQ00387,Engineering,Software Engineer II,Mid-Level,14-07-23,Company Careers Site,Onsite Interview,No,,
CAND02365,REQ00388,Customer Success,Customer Success Manager,Mid-Level,04-11-25,LinkedIn,Hired,Yes,EMP00388,7
CAND02366,REQ00388,Customer Success,Customer Success Manager,Mid-Level,25-10-25,Recruiting Agency,Onsite Interview,No,,
CAND02367,REQ00388,Customer Success,Customer Success Manager,Mid-Level,03-11-25,Recruiting Agency,Withdrew,No,,
CAND02368,REQ00388,Customer Success,Customer Success Manager,Mid-Level,01-11-25,Job Board,Phone Screen,No,,
CAND02369,REQ00388,Customer Success,Customer Success Manager,Mid-Level,29-10-25,LinkedIn,Withdrew,No,,
CAND02370,REQ00388,Customer Success,Customer Success Manager,Mid-Level,09-11-25,University Recruiting,Withdrew,No,,
CAND02371,REQ00388,Customer Success,Customer Success Manager,Mid-Level,08-11-25,Job Board,Applied,No,,
CAND02372,REQ00388,Customer Success,Customer Success Manager,Mid-Level,10-11-25,University Recruiting,Phone Screen,No,,
CAND02373,REQ00389,Design,Product Designer,Mid-Level,19-05-23,Referral,Hired,Yes,EMP00389,32
CAND02374,REQ00389,Design,Product Designer,Mid-Level,16-05-23,Job Board,Offer Extended,No,,
CAND02375,REQ00389,Design,Product Designer,Mid-Level,28-05-23,Job Board,Phone Screen,No,,
CAND02376,REQ00389,Design,Product Designer,Mid-Level,24-05-23,LinkedIn,Offer Extended,No,,
CAND02377,REQ00389,Design,Product Designer,Mid-Level,13-05-23,Job Board,Skills Assessment,No,,
CAND02378,REQ00389,Design,Product Designer,Mid-Level,10-05-23,University Recruiting,Onsite Interview,No,,
CAND02379,REQ00389,Design,Product Designer,Mid-Level,19-05-23,Company Careers Site,Skills Assessment,No,,
CAND02380,REQ00389,Design,Product Designer,Mid-Level,16-05-23,LinkedIn,Phone Screen,No,,
CAND02381,REQ00390,Sales,Account Executive,Mid-Level,17-02-26,University Recruiting,Hired,Yes,EMP00390,29
CAND02382,REQ00390,Sales,Account Executive,Mid-Level,09-02-26,LinkedIn,Skills Assessment,No,,
CAND02383,REQ00390,SALES,Account Executive,Mid-Level,16-02-26,Recruiting Agency,Applied,No,,
CAND02384,REQ00390,Sales,Account Executive,Mid-Level,20-02-26,Recruiting Agency,Applied,No,,
CAND02385,REQ00390,Sales,Account Executive,Mid-Level,24-02-26,Referral,Onsite Interview,No,,
CAND02386,REQ00391,Engineering,Software Engineer I,Entry-Level,01-10-25,Referral,Hired,Yes,EMP00391,56
CAND02387,REQ00391,Engineering,Software Engineer I,Entry-Level,05-10-25,University Recruiting,Hired,No,,
CAND02388,REQ00391,Engineering,Software Engineer I,Entry-Level,01-10-25,LinkedIn,Phone Screen,No,,
CAND02389,REQ00391,Engineering,Software Engineer I,Entry-Level,22-09-25,Referral,Applied,No,,
CAND02390,REQ00391,Engineering,Software Engineer I,Entry-Level,26-09-25,LinkedIn,Withdrew,No,,
CAND02391,REQ00391,ENGINEERING,Software Engineer I,Entry-Level,10-10-25,Referral,Skills Assessment,No,,
CAND02392,REQ00391,Engineering,Software Engineer I,Entry-Level,25-09-25,Referral,Skills Assessment,No,,
CAND02393,REQ00392,Legal,Paralegal,Mid-Level,28-06-23,Referral,Hired,Yes,EMP00392,13
CAND02394,REQ00392,Legal,Paralegal,Mid-Level,29-06-23,Referral,Applied,No,,
CAND02395,REQ00392,Legal,Paralegal,Mid-Level,30-06-23,LinkedIn,Applied,No,,
CAND02396,REQ00392,Legal,Paralegal,Mid-Level,22-06-23,Company Careers Site,Applied,No,,
CAND02397,REQ00392,Legal,Paralegal,Mid-Level,28-06-23,LinkedIn,Skills Assessment,No,,
CAND02398,REQ00392,Legal,Paralegal,Mid-Level,02-07-23,University Recruiting,Offer Extended,No,,
CAND02399,REQ00392,Legal,Paralegal,Mid-Level,06-07-23,Recruiting Agency,Hired,No,,
CAND02400,REQ00392,Legal,Paralegal,Mid-Level,07-07-23,Referral,Applied,No,,
CAND02401,REQ00392,Legal,Paralegal,Mid-Level,26-06-23,LinkedIn,Phone Screen,No,,
CAND02402,REQ00393,Engineering,Software Engineer I,Entry-Level,19-06-23,Job Board,Hired,Yes,EMP00393,36
CAND02403,REQ00393,Engineering,Software Engineer I,Entry-Level,14-06-23,Company Careers Site,Applied,No,,
CAND02404,REQ00393,Engineering,Software Engineer I,Entry-Level,25-06-23,LinkedIn,Withdrew,No,,
CAND02405,REQ00393,ENGINEERING,Software Engineer I,Entry-Level,28-06-23,LinkedIn,Skills Assessment,No,,
CAND02406,REQ00393,Engineering,Software Engineer I,Entry-Level,19-06-23,Job Board,Applied,No,,
CAND02407,REQ00393,Engineering,Software Engineer I,Entry-Level,20-06-23,LinkedIn,Applied,No,,
CAND02408,REQ00394,Customer Success,Senior CSM,Senior,18-06-26,LinkedIn,Hired,Yes,EMP00394,33
CAND02409,REQ00394,Customer Success,Senior CSM,Senior,16-06-26,Job Board,Offer Extended,No,,
CAND02410,REQ00394,Customer Success,Senior CSM,Senior,19-06-26,Company Careers Site,Offer Extended,No,,
CAND02411,REQ00394,Customer Success,Senior CSM,Senior,18-06-26,Referral,Applied,No,,
CAND02412,REQ00394,Customer Success,Senior CSM,Senior,22-06-26,LinkedIn,Applied,No,,
CAND02413,REQ00394,Customer Success,Senior CSM,Senior,12-06-26,Recruiting Agency,Applied,No,,
CAND02414,REQ00395,Design,Design Manager,Manager,06-11-24,Recruiting Agency,Hired,Yes,EMP00395,28
CAND02415,REQ00395,Design,Design Manager,Manager,31-10-24,University Recruiting,Onsite Interview,No,,
CAND02416,REQ00395,Design,Design Manager,Manager,06-11-24,Referral,Applied,No,,
CAND02417,REQ00395,Design,Design Manager,Manager,11-11-24,Recruiting Agency,Withdrew,No,,
CAND02418,REQ00395,Design,Design Manager,Manager,29-10-24,Company Careers Site,Applied,No,,
CAND02419,REQ00395,Design,Design Manager,Manager,01-11-24,LinkedIn,Applied,No,,
CAND02420,REQ00395,Design,Design Manager,Manager,05-11-24,LinkedIn,Phone Screen,No,,
CAND02421,REQ00396,Engineering,Senior Software Engineer,Senior,04-12-24,LinkedIn,Hired,Yes,EMP00396,14
CAND02422,REQ00396,Engineering,Senior Software Engineer,Senior,28-11-24,Referral,Hired,No,,
CAND02423,REQ00396,Engineering,Senior Software Engineer,Senior,12-12-24,LinkedIn,Applied,No,,
CAND02424,REQ00396,Engineering,Senior Software Engineer,Senior,04-12-24,Job Board,Skills Assessment,No,,
CAND02425,REQ00396,Engineering,Senior Software Engineer,Senior,02-12-24,University Recruiting,Skills Assessment,No,,
CAND02426,REQ00397,Customer Success,Customer Success Manager,Mid-Level,11-02-26,LinkedIn,Hired,Yes,EMP00397,18
CAND02427,REQ00397,Customer Success,Customer Success Manager,Mid-Level,09-02-26,Referral,Phone Screen,No,,
CAND02428,REQ00397,Customer Success,Customer Success Manager,Mid-Level,17-02-26,Referral,Withdrew,No,,
CAND02429,REQ00397,Customer Success,Customer Success Manager,Mid-Level,08-02-26,LinkedIn,Phone Screen,No,,
CAND02430,REQ00397,Customer Success,Customer Success Manager,Mid-Level,16-02-26,Company Careers Site,Applied,No,,
CAND02431,REQ00397,Customer Success,Customer Success Manager,Mid-Level,05-02-26,Job Board,Withdrew,No,,
CAND02432,REQ00397,CUSTOMER SUCCESS,Customer Success Manager,Mid-Level,04-02-26,Recruiting Agency,Onsite Interview,No,,
CAND02433,REQ00397,Customer Success,Customer Success Manager,Mid-Level,04-02-26,LinkedIn,Applied,No,,
CAND02434,REQ00398,Product,Associate Product Manager,Entry-Level,03-06-26,Recruiting Agency,Hired,Yes,EMP00398,24
CAND02435,REQ00398,Product,Associate Product Manager,Entry-Level,27-05-26,LinkedIn,Applied,No,,
CAND02436,REQ00398,Product,Associate Product Manager,Entry-Level,06-06-26,Company Careers Site,Hired,No,,
CAND02437,REQ00398,Product,Associate Product Manager,Entry-Level,11-06-26,University Recruiting,Phone Screen,No,,
CAND02438,REQ00399,Marketing,Marketing Coordinator,Entry-Level,15-06-26,Referral,Hired,Yes,EMP00399,22
CAND02439,REQ00399,Marketing,Marketing Coordinator,Entry-Level,13-06-26,Company Careers Site,Applied,No,,
CAND02440,REQ00399,Marketing,Marketing Coordinator,Entry-Level,09-06-26,Job Board,Withdrew,No,,
CAND02441,REQ00399,Marketing,Marketing Coordinator,Entry-Level,12-06-26,Job Board,Offer Extended,No,,
CAND02442,REQ00399,Marketing,Marketing Coordinator,Entry-Level,20-06-26,Company Careers Site,Onsite Interview,No,,
CAND02443,REQ00399,Marketing,Marketing Coordinator,Entry-Level,11-06-26,Recruiting Agency,Skills Assessment,No,,
CAND02444,REQ00399,Marketing,Marketing Coordinator,Entry-Level,23-06-26,Job Board,Offer Extended,No,,
CAND02445,REQ00400,People,Senior HR Business Partner,Senior,03-12-25,University Recruiting,Hired,Yes,EMP00400,34
CAND02446,REQ00400,People,Senior HR Business Partner,Senior,27-11-25,University Recruiting,Applied,No,,
CAND02447,REQ00400,People,Senior HR Business Partner,Senior,23-11-25,Company Careers Site,Hired,No,,
CAND02448,REQ00400,People,Senior HR Business Partner,Senior,01-12-25,LinkedIn,Withdrew,No,,
CAND02449,REQ00400,People,Senior HR Business Partner,Senior,07-12-25,Referral,Onsite Interview,No,,
CAND02450,REQ00400,People,Senior HR Business Partner,Senior,27-11-25,Referral,Withdrew,No,,
CAND02451,REQ00401,Marketing,Marketing Coordinator,Entry-Level,26-11-24,Recruiting Agency,Hired,Yes,EMP00401,19
CAND02452,REQ00401,Marketing,Marketing Coordinator,Entry-Level,30-11-24,University Recruiting,Phone Screen,No,,
CAND02453,REQ00401,Marketing,Marketing Coordinator,Entry-Level,25-11-24,Company Careers Site,Skills Assessment,No,,
CAND02454,REQ00401,MARKETING,Marketing Coordinator,Entry-Level,20-11-24,Job Board,Withdrew,No,,
CAND02455,REQ00401,Marketing,Marketing Coordinator,Entry-Level,28-11-24,LinkedIn,Withdrew,No,,
CAND02456,REQ00401,Marketing,Marketing Coordinator,Entry-Level,04-12-24,Recruiting Agency,Onsite Interview,No,,
CAND02457,REQ00402,Engineering,Senior Software Engineer,Senior,18-06-23,Referral,Hired,Yes,EMP00402,30
CAND02458,REQ00402,Engineering,Senior Software Engineer,Senior,22-06-23,Job Board,Skills Assessment,No,,
CAND02459,REQ00402,Engineering,Senior Software Engineer,Senior,10-06-23,LinkedIn,Phone Screen,No,,
CAND02460,REQ00402,Engineering,Senior Software Engineer,Senior,26-06-23,,Phone Screen,No,,
CAND02461,REQ00403,Customer Success,Customer Success Manager,Mid-Level,02-02-26,Referral,Hired,Yes,EMP00403,22
CAND02462,REQ00403,Customer Success,Customer Success Manager,Mid-Level,11-02-26,Referral,Hired,No,,
CAND02463,REQ00403,Customer Success,Customer Success Manager,Mid-Level,03-02-26,LinkedIn,Withdrew,No,,
CAND02464,REQ00403,Customer Success,Customer Success Manager,Mid-Level,30-01-26,Referral,Withdrew,No,,
CAND02465,REQ00403,Customer Success,Customer Success Manager,Mid-Level,09-02-26,Company Careers Site,Hired,No,,
CAND02466,REQ00403,Customer Success,Customer Success Manager,Mid-Level,25-01-26,Job Board,Skills Assessment,No,,
CAND02467,REQ00403,Customer Success,Customer Success Manager,Mid-Level,23-01-26,Company Careers Site,Skills Assessment,No,,
CAND02468,REQ00404,Design,Design Manager,Manager,18-06-25,Referral,Hired,Yes,EMP00404,23
CAND02469,REQ00404,Design,Design Manager,Manager,20-06-25,LinkedIn,Skills Assessment,No,,
CAND02470,REQ00404,Design,Design Manager,Manager,08-06-25,Job Board,Withdrew,No,,
CAND02471,REQ00404,Design,Design Manager,Manager,25-06-25,Referral,Onsite Interview,No,,
CAND02472,REQ00404,Design,Design Manager,Manager,23-06-25,Job Board,Withdrew,No,,
CAND02473,REQ00405,Marketing,Marketing Specialist,Mid-Level,19-01-25,Referral,Hired,Yes,EMP00405,32
CAND02474,REQ00405,Marketing,Marketing Specialist,Mid-Level,18-01-25,LinkedIn,Withdrew,No,,
CAND02475,REQ00405,Marketing,Marketing Specialist,Mid-Level,12-01-25,LinkedIn,Withdrew,No,,
CAND02476,REQ00406,Sales,Account Executive,Mid-Level,23-04-26,LinkedIn,Hired,Yes,EMP00406,31
CAND02477,REQ00406,Sales,Account Executive,Mid-Level,02-05-26,Job Board,Onsite Interview,No,,
CAND02478,REQ00406,Sales,Account Executive,Mid-Level,19-04-26,LinkedIn,Skills Assessment,No,,
CAND02479,REQ00406,Sales,Account Executive,Mid-Level,13-04-26,Recruiting Agency,Onsite Interview,No,,
CAND02480,REQ00407,Marketing,Marketing Manager,Manager,07-10-23,Job Board,Hired,Yes,EMP00407,39
CAND02481,REQ00407,Marketing,Marketing Manager,Manager,15-10-23,Referral,Onsite Interview,No,,
CAND02482,REQ00407,Marketing,Marketing Manager,Manager,01-10-23,Job Board,Withdrew,No,,
CAND02483,REQ00407,Marketing,Marketing Manager,Manager,29-09-23,Job Board,Skills Assessment,No,,
CAND02484,REQ00407,Marketing,Marketing Manager,Manager,10-10-23,LinkedIn,Onsite Interview,No,,
CAND02485,REQ00407,MARKETING,Marketing Manager,Manager,09-10-23,Referral,Skills Assessment,No,,
CAND02486,REQ00407,Marketing,Marketing Manager,Manager,28-09-23,LinkedIn,Phone Screen,No,,
CAND02487,REQ00407,Marketing,Marketing Manager,Manager,05-10-23,Referral,Withdrew,No,,
CAND02488,REQ00408,Sales,Account Executive,Mid-Level,27-03-25,Referral,Hired,Yes,EMP00408,50
CAND02489,REQ00408,Sales,Account Executive,Mid-Level,31-03-25,Referral,Offer Extended,No,,
CAND02490,REQ00408,Sales,Account Executive,Mid-Level,23-03-25,Recruiting Agency,Phone Screen,No,,
CAND02491,REQ00408,Sales,Account Executive,Mid-Level,28-03-25,Job Board,Applied,No,,
CAND02492,REQ00408,Sales,Account Executive,Mid-Level,24-03-25,Company Careers Site,Skills Assessment,No,,
CAND02493,REQ00408,Sales,Account Executive,Mid-Level,26-03-25,,Skills Assessment,No,,
CAND02494,REQ00408,Sales,Account Executive,Mid-Level,17-03-25,LinkedIn,Applied,No,,
CAND02495,REQ00409,Sales,Sales Development Rep,Entry-Level,29-08-22,Recruiting Agency,Hired,Yes,EMP00409,39
CAND02496,REQ00409,Sales,Sales Development Rep,Entry-Level,02-09-22,Referral,Withdrew,No,,
CAND02497,REQ00409,Sales,Sales Development Rep,Entry-Level,04-09-22,Recruiting Agency,Withdrew,No,,
CAND02498,REQ00409,Sales,Sales Development Rep,Entry-Level,19-08-22,University Recruiting,Phone Screen,No,,
CAND02499,REQ00409,Sales,Sales Development Rep,Entry-Level,05-09-22,University Recruiting,Offer Extended,No,,
CAND02500,REQ00409,Sales,Sales Development Rep,Entry-Level,23-08-22,Referral,Applied,No,,
CAND02501,REQ00410,Engineering,Senior Software Engineer,Senior,01-04-25,LinkedIn,Hired,Yes,EMP00410,20
CAND02502,REQ00410,Engineering,Senior Software Engineer,Senior,29-03-25,LinkedIn,Offer Extended,No,,
CAND02503,REQ00410,Engineering,Senior Software Engineer,Senior,30-03-25,Referral,Applied,No,,
CAND02504,REQ00410,Engineering,Senior Software Engineer,Senior,27-03-25,Job Board,Phone Screen,No,,
CAND02505,REQ00410,Engineering,Senior Software Engineer,Senior,27-03-25,Recruiting Agency,Phone Screen,No,,
CAND02506,REQ00410,Engineering,Senior Software Engineer,Senior,05-04-25,University Recruiting,Applied,No,,
CAND02507,REQ00410,Engineering,Senior Software Engineer,Senior,26-03-25,Referral,Skills Assessment,No,,
CAND02508,REQ00411,Customer Success,Senior CSM,Senior,16-02-23,Job Board,Hired,Yes,EMP00411,22
CAND02509,REQ00411,Customer Success,Senior CSM,Senior,24-02-23,Referral,Onsite Interview,No,,
CAND02510,REQ00411,Customer Success,Senior CSM,Senior,23-02-23,Recruiting Agency,Onsite Interview,No,,
CAND02511,REQ00411,Customer Success,Senior CSM,Senior,24-02-23,,Applied,No,,
CAND02512,REQ00411,Customer Success,Senior CSM,Senior,11-02-23,LinkedIn,Applied,No,,
CAND02513,REQ00411,Customer Success,Senior CSM,Senior,23-02-23,Recruiting Agency,Applied,No,,
CAND02514,REQ00411,Customer Success,Senior CSM,Senior,25-02-23,Job Board,Phone Screen,No,,
CAND02515,REQ00411,Customer Success,Senior CSM,Senior,11-02-23,,Skills Assessment,No,,
CAND02516,REQ00411,Customer Success,Senior CSM,Senior,20-02-23,Job Board,Applied,No,,
CAND02517,REQ00412,Design,Senior Product Designer,Senior,01-12-23,Referral,Hired,Yes,EMP00412,25
CAND02518,REQ00412,Design,Senior Product Designer,Senior,02-12-23,Job Board,Skills Assessment,No,,
CAND02519,REQ00412,Design,Senior Product Designer,Senior,29-11-23,Referral,Offer Extended,No,,
CAND02520,REQ00412,Design,Senior Product Designer,Senior,10-12-23,Job Board,Phone Screen,No,,
CAND02521,REQ00413,Sales,Account Executive,Mid-Level,27-11-23,Recruiting Agency,Hired,Yes,EMP00413,15
CAND02522,REQ00413,Sales,Account Executive,Mid-Level,20-11-23,LinkedIn,Onsite Interview,No,,
CAND02523,REQ00413,Sales,Account Executive,Mid-Level,22-11-23,Referral,Offer Extended,No,,
CAND02524,REQ00413,Sales,Account Executive,Mid-Level,18-11-23,University Recruiting,Phone Screen,No,,
CAND02525,REQ00414,Customer Success,Customer Success Manager,Mid-Level,29-09-25,LinkedIn,Hired,Yes,EMP00414,25
CAND02526,REQ00414,Customer Success,Customer Success Manager,Mid-Level,28-09-25,Company Careers Site,Onsite Interview,No,,
CAND02527,REQ00414,Customer Success,Customer Success Manager,Mid-Level,01-10-25,Referral,Skills Assessment,No,,
CAND02528,REQ00414,Customer Success,Customer Success Manager,Mid-Level,05-10-25,LinkedIn,Applied,No,,
CAND02529,REQ00414,Customer Success,Customer Success Manager,Mid-Level,01-10-25,University Recruiting,Offer Extended,No,,
CAND02530,REQ00414,Customer Success,Customer Success Manager,Mid-Level,26-09-25,Referral,Applied,No,,
CAND02531,REQ00415,Sales,Account Executive,Mid-Level,08-12-25,Referral,Hired,Yes,EMP00415,37
CAND02532,REQ00415,Sales,Account Executive,Mid-Level,03-12-25,Job Board,Offer Extended,No,,
CAND02533,REQ00415,Sales,Account Executive,Mid-Level,30-11-25,Referral,Onsite Interview,No,,
CAND02534,REQ00415,Sales,Account Executive,Mid-Level,16-12-25,Referral,Onsite Interview,No,,
CAND02535,REQ00415,Sales,Account Executive,Mid-Level,01-12-25,LinkedIn,Applied,No,,
CAND02536,REQ00415,Sales,Account Executive,Mid-Level,16-12-25,Company Careers Site,Withdrew,No,,
CAND02537,REQ00415,Sales,Account Executive,Mid-Level,16-12-25,Referral,Phone Screen,No,,
CAND02538,REQ00416,Engineering,Software Engineer I,Entry-Level,11-06-25,Recruiting Agency,Hired,Yes,EMP00416,44
CAND02539,REQ00416,Engineering,Software Engineer I,Entry-Level,02-06-25,Referral,Withdrew,No,,
CAND02540,REQ00416,Engineering,Software Engineer I,Entry-Level,16-06-25,Referral,Skills Assessment,No,,
CAND02541,REQ00416,Engineering,Software Engineer I,Entry-Level,14-06-25,LinkedIn,Applied,No,,
CAND02542,REQ00416,Engineering,Software Engineer I,Entry-Level,01-06-25,Referral,Phone Screen,No,,
CAND02543,REQ00417,Sales,Sales Manager,Manager,04-06-26,LinkedIn,Hired,Yes,EMP00417,31
CAND02544,REQ00417,Sales,Sales Manager,Manager,06-06-26,Company Careers Site,Phone Screen,No,,
CAND02545,REQ00417,Sales,Sales Manager,Manager,29-05-26,Company Careers Site,Applied,No,,
CAND02546,REQ00417,Sales,Sales Manager,Manager,25-05-26,Referral,Phone Screen,No,,
CAND02547,REQ00417,Sales,Sales Manager,Manager,31-05-26,University Recruiting,Phone Screen,No,,
CAND02548,REQ00417,Sales,Sales Manager,Manager,03-06-26,Company Careers Site,Withdrew,No,,
CAND02549,REQ00418,Design,Senior Product Designer,Senior,15-12-24,Referral,Hired,Yes,EMP00418,11
CAND02550,REQ00418,Design,Senior Product Designer,Senior,05-12-24,Referral,Skills Assessment,No,,
CAND02551,REQ00418,Design,Senior Product Designer,Senior,13-12-24,Referral,Onsite Interview,No,,
CAND02552,REQ00418,Design,Senior Product Designer,Senior,15-12-24,LinkedIn,Phone Screen,No,,
CAND02553,REQ00418,Design,Senior Product Designer,Senior,22-12-24,Referral,Skills Assessment,No,,
CAND02554,REQ00418,Design,Senior Product Designer,Senior,18-12-24,University Recruiting,Withdrew,No,,
CAND02555,REQ00418,Design,Senior Product Designer,Senior,19-12-24,LinkedIn,Applied,No,,
CAND02556,REQ00419,Sales,Account Executive,Mid-Level,05-08-24,Recruiting Agency,Hired,Yes,EMP00419,16
CAND02557,REQ00419,Sales,Account Executive,Mid-Level,29-07-24,Job Board,Applied,No,,
CAND02558,REQ00419,Sales,Account Executive,Mid-Level,28-07-24,Referral,Phone Screen,No,,
CAND02559,REQ00419,Sales,Account Executive,Mid-Level,14-08-24,Referral,Offer Extended,No,,
CAND02560,REQ00419,Sales,Account Executive,Mid-Level,26-07-24,Recruiting Agency,Phone Screen,No,,
CAND02561,REQ00420,Engineering,Senior Software Engineer,Senior,03-04-26,Referral,Hired,Yes,EMP00420,15
CAND02562,REQ00420,Engineering,Senior Software Engineer,Senior,07-04-26,LinkedIn,Withdrew,No,,
CAND02563,REQ00420,Engineering,Senior Software Engineer,Senior,27-03-26,Referral,Phone Screen,No,,
CAND02564,REQ00420,Engineering,Senior Software Engineer,Senior,10-04-26,University Recruiting,Phone Screen,No,,
CAND02565,REQ00420,Engineering,Senior Software Engineer,Senior,29-03-26,LinkedIn,Phone Screen,No,,
CAND02566,REQ00421,Engineering,Software Engineer I,Entry-Level,25-04-24,Referral,Hired,Yes,EMP00421,41
CAND02567,REQ00421,Engineering,Software Engineer I,Entry-Level,04-05-24,Job Board,Hired,No,,
CAND02568,REQ00421,Engineering,Software Engineer I,Entry-Level,23-04-24,Company Careers Site,Skills Assessment,No,,
CAND02569,REQ00421,Engineering,Software Engineer I,Entry-Level,29-04-24,LinkedIn,Skills Assessment,No,,
CAND02570,REQ00421,Engineering,Software Engineer I,Entry-Level,21-04-24,LinkedIn,Withdrew,No,,
CAND02571,REQ00421,Engineering,Software Engineer I,Entry-Level,16-04-24,Referral,Applied,No,,
CAND02572,REQ00421,Engineering,Software Engineer I,Entry-Level,23-04-24,University Recruiting,Offer Extended,No,,
CAND02573,REQ00421,Engineering,Software Engineer I,Entry-Level,29-04-24,University Recruiting,Phone Screen,No,,
CAND02574,REQ00421,Engineering,Software Engineer I,Entry-Level,04-05-24,LinkedIn,Phone Screen,No,,
CAND02575,REQ00422,Engineering,Senior Engineering Manager,Senior Manager,11-06-26,LinkedIn,Hired,Yes,EMP00422,22
CAND02576,REQ00422,Engineering,Senior Engineering Manager,Senior Manager,14-06-26,University Recruiting,Applied,No,,
CAND02577,REQ00422,Engineering,Senior Engineering Manager,Senior Manager,09-06-26,LinkedIn,Phone Screen,No,,
CAND02578,REQ00422,Engineering,Senior Engineering Manager,Senior Manager,09-06-26,Company Careers Site,Skills Assessment,No,,
CAND02579,REQ00422,Engineering,Senior Engineering Manager,Senior Manager,10-06-26,Job Board,Skills Assessment,No,,
CAND02580,REQ00423,Customer Success,Support Associate,Entry-Level,24-09-22,Recruiting Agency,Hired,Yes,EMP00423,29
CAND02581,REQ00423,Customer Success,Support Associate,Entry-Level,23-09-22,LinkedIn,Skills Assessment,No,,
CAND02582,REQ00423,Customer Success,Support Associate,Entry-Level,19-09-22,Referral,Onsite Interview,No,,
CAND02583,REQ00423,Customer Success,Support Associate,Entry-Level,28-09-22,Referral,Skills Assessment,No,,
CAND02584,REQ00423,Customer Success,Support Associate,Entry-Level,19-09-22,LinkedIn,Onsite Interview,No,,
CAND02585,REQ00423,Customer Success,Support Associate,Entry-Level,25-09-22,Company Careers Site,Phone Screen,No,,
CAND02586,REQ00423,Customer Success,Support Associate,Entry-Level,25-09-22,Referral,Skills Assessment,No,,
CAND02587,REQ00424,Engineering,Software Engineer I,Entry-Level,29-06-26,Job Board,Hired,Yes,EMP00424,27
CAND02588,REQ00424,Engineering,Software Engineer I,Entry-Level,30-06-26,Company Careers Site,Onsite Interview,No,,
CAND02589,REQ00424,Engineering,Software Engineer I,Entry-Level,03-07-26,LinkedIn,Skills Assessment,No,,
CAND02590,REQ00424,Engineering,Software Engineer I,Entry-Level,20-06-26,Job Board,Onsite Interview,No,,
CAND02591,REQ00425,Design,Product Designer,Mid-Level,22-01-23,University Recruiting,Hired,Yes,EMP00425,14
CAND02592,REQ00425,Design,Product Designer,Mid-Level,18-01-23,University Recruiting,Phone Screen,No,,
