CompChangeID,EmployeeID,EffectiveDate,PreviousSalary,NewSalary,ChangeType,PercentChange
COMP00443,EMP00284,13-01-26,,166000,New Hire,
COMP00444,EMP00285,01-10-22,,62000,New Hire,
COMP00445,EMP00286,17-11-23,,78000,New Hire,
COMP00446,EMP00286,16-11-24,78000,82500,Annual Merit Increase,5.9
COMP00447,EMP00286,17-12-25,82500,87000,Annual Merit Increase,5.6
COMP00448,EMP00287,06-02-23,,69500,New Hire,
COMP00449,EMP00287,06-02-24,69500,72000,Annual Merit Increase,3.7
COMP00450,EMP00288,04-02-23,,346500,New Hire,
COMP00451,EMP00288,04-02-24,346500,353500,Annual Merit Increase,2
COMP00452,EMP00288,28-03-25,353500,365000,Annual Merit Increase,3.3
COMP00453,EMP00288,24-02-26,365000,384000,Annual Merit Increase,5.2
COMP00454,EMP00289,20-04-26,,85000,New Hire,
COMP00455,EMP00290,16-11-25,,84500,New Hire,
COMP00456,EMP00291,15-04-25,,257500,New Hire,
COMP00457,EMP00291,15-04-26,257500,266000,Annual Merit Increase,3.3
COMP00458,EMP00292,27-09-23,,171000,New Hire,
COMP00459,EMP00292,26-09-24,171000,177000,Annual Merit Increase,3.6
COMP00460,EMP00292,08-08-25,177000,181500,Annual Merit Increase,2.5
COMP00461,EMP00292,25-07-26,181500,190500,Annual Merit Increase,5
COMP00462,EMP00293,15-05-25,,109000,New Hire,
COMP00463,EMP00294,06-04-25,,151500,New Hire,
COMP00464,EMP00295,15-03-24,,146000,New Hire,
COMP00465,EMP00295,15-03-25,146000,154000,Annual Merit Increase,5.4
COMP00466,EMP00295,05-02-26,154000,163000,Annual Merit Increase,6
COMP00467,EMP00296,14-02-25,,91000,New Hire,
COMP00468,EMP00297,28-01-25,,162500,New Hire,
COMP00469,EMP00297,28-01-26,162500,171000,Annual Merit Increase,5.2
COMP00470,EMP00298,11-09-25,,376000,New Hire,
COMP00471,EMP00299,07-09-25,,96000,New Hire,
COMP00472,EMP00300,09-02-23,,113500,New Hire,
COMP00473,EMP00301,26-12-24,,169000,New Hire,
COMP00474,EMP00301,26-12-25,169000,174500,Annual Merit Increase,3.1
COMP00475,EMP00302,16-09-25,,175000,New Hire,
COMP00476,EMP00303,05-05-25,,146000,New Hire,
COMP00477,EMP00303,05-05-26,146000,150500,Annual Merit Increase,3.1
COMP00478,EMP00304,25-04-26,,96000,New Hire,
COMP00479,EMP00305,20-10-25,,77000,New Hire,
COMP00480,EMP00306,10-02-24,,61500,New Hire,
COMP00481,EMP00307,18-05-23,,189000,New Hire,
COMP00482,EMP00307,17-05-24,189000,197000,Annual Merit Increase,4.3
COMP00483,EMP00308,03-09-25,,58500,New Hire,
COMP00484,EMP00309,13-12-22,,120000,New Hire,
COMP00485,EMP00310,11-07-25,,92000,New Hire,
COMP00486,EMP00310,11-07-26,92000,97000,Annual Merit Increase,5.5
COMP00487,EMP00311,17-06-26,,64500,New Hire,
COMP00488,EMP00312,30-07-25,,103500,New Hire,
COMP00489,EMP00313,30-01-25,,105500,New Hire,
COMP00490,EMP00314,22-09-25,,87500,New Hire,
COMP00491,EMP00315,13-03-25,,84500,New Hire,
COMP00492,EMP00315,13-03-26,84500,87500,Annual Merit Increase,3.5
COMP00493,EMP00316,06-06-25,,84000,New Hire,
COMP00494,EMP00316,06-06-26,84000,88500,Annual Merit Increase,5.7
COMP00495,EMP00317,17-06-26,,68500,New Hire,
COMP00496,EMP00318,27-01-25,,78500,New Hire,
COMP00497,EMP00318,27-01-26,78500,81000,Annual Merit Increase,3.3
COMP00498,EMP00319,13-07-26,,135000,New Hire,
COMP00499,EMP00320,19-05-26,,84000,New Hire,
COMP00500,EMP00321,21-04-24,,61500,New Hire,
COMP00501,EMP00322,19-05-23,,149500,New Hire,
COMP00502,EMP00322,18-05-24,149500,154000,Annual Merit Increase,3
COMP00503,EMP00322,09-05-25,154000,162500,Annual Merit Increase,5.7
COMP00504,EMP00322,08-05-26,162500,171000,Annual Merit Increase,5.3
COMP00505,EMP00323,10-09-23,,257500,New Hire,
COMP00506,EMP00323,09-09-24,257500,268000,Annual Merit Increase,4.2
COMP00507,EMP00323,28-09-25,268000,276500,Annual Merit Increase,3.1
COMP00508,EMP00324,03-11-22,,142500,New Hire,
COMP00509,EMP00324,03-11-23,142500,146000,Annual Merit Increase,2.5
COMP00510,EMP00325,14-09-23,,78000,New Hire,
COMP00511,EMP00325,13-09-24,78000,87000,Promotion,11.4
COMP00512,EMP00325,25-07-25,87000,89000,Annual Merit Increase,2.2
COMP00513,EMP00326,26-11-25,,169000,New Hire,
COMP00514,EMP00327,19-05-23,,220500,New Hire,
COMP00515,EMP00328,05-10-24,,203000,New Hire,
COMP00516,EMP00328,05-10-25,203000,207000,Annual Merit Increase,2.1
COMP00517,EMP00329,29-03-26,,108500,New Hire,
COMP00518,EMP00330,05-11-22,,142500,New Hire,
COMP00519,EMP00330,05-11-23,142500,150000,Annual Merit Increase,5.4
COMP00520,EMP00330,12-12-24,150000,154500,Annual Merit Increase,2.9
COMP00521,EMP00330,28-10-25,154500,173000,Promotion,11.9
COMP00522,EMP00331,20-03-26,,147000,New Hire,
COMP00523,EMP00332,17-08-24,,68500,New Hire,
COMP00524,EMP00333,21-12-23,,111500,New Hire,
COMP00525,EMP00333,20-12-24,111500,114000,Annual Merit Increase,2.2
COMP00526,EMP00334,10-11-25,,172500,New Hire,
COMP00527,EMP00335,05-09-25,,127500,New Hire,
COMP00528,EMP00336,04-04-26,,112500,New Hire,
COMP00529,EMP00337,06-12-25,,133500,New Hire,
COMP00530,EMP00338,26-02-26,,62500,New Hire,
COMP00531,EMP00339,04-08-24,,91000,New Hire,
COMP00532,EMP00339,04-08-25,91000,94500,Annual Merit Increase,3.8
COMP00533,EMP00340,30-03-24,,189000,New Hire,
COMP00534,EMP00340,30-03-25,189000,199000,Annual Merit Increase,5.2
COMP00535,EMP00340,18-02-26,199000,203500,Annual Merit Increase,2.3
COMP00536,EMP00341,07-01-26,,87000,New Hire,
COMP00537,EMP00342,07-02-26,,83000,New Hire,
COMP00538,EMP00343,18-07-26,,189500,New Hire,
COMP00539,EMP00344,03-02-25,,80000,New Hire,
COMP00540,EMP00344,03-02-26,80000,82500,Annual Merit Increase,3.4
COMP00541,EMP00345,01-12-24,,102000,New Hire,
COMP00542,EMP00345,01-12-25,102000,106000,Annual Merit Increase,4
COMP00543,EMP00346,24-01-26,,253000,New Hire,
COMP00544,EMP00347,25-11-24,,133500,New Hire,
COMP00545,EMP00348,04-06-26,,159500,New Hire,
COMP00546,EMP00349,06-04-26,,147500,New Hire,
COMP00547,EMP00350,09-02-25,,83500,New Hire,
COMP00548,EMP00351,22-01-26,,98000,New Hire,
COMP00549,EMP00352,14-01-26,,79000,New Hire,
COMP00550,EMP00353,28-10-23,,110000,New Hire,
COMP00551,EMP00354,12-05-26,,106500,New Hire,
COMP00552,EMP00355,28-05-25,,113500,New Hire,
COMP00553,EMP00355,28-05-26,113500,116500,Annual Merit Increase,2.8
COMP00554,EMP00356,25-03-26,,94000,New Hire,
COMP00555,EMP00357,20-10-24,,97000,New Hire,
COMP00556,EMP00357,20-10-25,97000,102500,Annual Merit Increase,5.5
COMP00557,EMP00358,24-05-26,,161000,New Hire,
COMP00558,EMP00359,25-01-25,,102500,New Hire,
COMP00559,EMP00359,25-01-26,102500,105500,Annual Merit Increase,2.9
COMP00560,EMP00360,04-09-22,,123000,New Hire,
COMP00561,EMP00360,04-09-23,123000,127000,Annual Merit Increase,3.1
COMP00562,EMP00360,11-12-24,127000,130000,Annual Merit Increase,2.3
COMP00563,EMP00361,21-05-26,,99000,New Hire,
COMP00564,EMP00362,30-08-23,,326500,New Hire,
COMP00565,EMP00362,29-08-24,326500,338500,Annual Merit Increase,3.6
COMP00566,EMP00362,08-08-25,338500,350000,Annual Merit Increase,3.3
COMP00567,EMP00363,24-10-24,,197000,New Hire,
COMP00568,EMP00363,24-10-25,197000,202500,Annual Merit Increase,2.7
COMP00569,EMP00364,12-06-26,,142000,New Hire,
COMP00570,EMP00365,10-06-26,,109000,New Hire,
COMP00571,EMP00366,30-07-25,,173000,New Hire,
COMP00572,EMP00367,22-09-25,,175000,New Hire,
COMP00573,EMP00368,28-03-25,,116000,New Hire,
COMP00574,EMP00369,07-09-24,,127000,New Hire,
COMP00575,EMP00369,07-09-25,127000,129500,Annual Merit Increase,2.1
COMP00576,EMP00370,03-10-24,,210500,New Hire,
COMP00577,EMP00371,23-10-25,,128000,New Hire,
COMP00578,EMP00372,28-01-26,,160500,New Hire,
COMP00579,EMP00373,14-02-26,,114500,New Hire,
COMP00580,EMP00374,24-02-26,,162000,New Hire,
COMP00581,EMP00375,10-08-23,,111500,New Hire,
COMP00582,EMP00375,09-08-24,111500,117500,Annual Merit Increase,5.3
COMP00583,EMP00375,03-09-25,117500,120000,Annual Merit Increase,2
COMP00584,EMP00376,16-05-25,,78500,New Hire,
COMP00585,EMP00377,16-03-23,,198000,New Hire,
COMP00586,EMP00377,15-03-24,198000,226000,Promotion,14.1
COMP00587,EMP00377,25-02-25,226000,234000,Annual Merit Increase,3.6
COMP00588,EMP00377,27-03-26,234000,242000,Annual Merit Increase,3.5
COMP00589,EMP00378,22-06-25,,116500,New Hire,
COMP00590,EMP00378,22-06-26,116500,122000,Annual Merit Increase,4.5
COMP00591,EMP00379,10-03-25,,143500,New Hire,
COMP00592,EMP00379,10-03-26,143500,148500,Annual Merit Increase,3.3
COMP00593,EMP00380,25-05-26,,199500,New Hire,
COMP00594,EMP00381,13-11-24,,144500,New Hire,
COMP00595,EMP00381,13-11-25,144500,149000,Annual Merit Increase,3.3
COMP00596,EMP00382,06-12-23,,151000,New Hire,
COMP00597,EMP00382,05-12-24,151000,167500,Promotion,10.9
COMP00598,EMP00382,12-01-26,167500,176500,Annual Merit Increase,5.5
COMP00599,EMP00383,12-01-24,,185000,New Hire,
COMP00600,EMP00384,09-01-26,,144500,New Hire,
COMP00601,EMP00385,13-09-25,,78000,New Hire,
COMP00602,EMP00386,04-10-23,,98000,New Hire,
COMP00603,EMP00386,03-10-24,98000,102500,Annual Merit Increase,4.4
COMP00604,EMP00386,09-08-25,102500,104500,Annual Merit Increase,2
COMP00605,EMP00386,06-06-26,104500,110500,Annual Merit Increase,5.9
COMP00606,EMP00387,24-07-23,,90000,New Hire,
COMP00607,EMP00387,23-07-24,90000,94000,Annual Merit Increase,4.4
COMP00608,EMP00387,31-10-25,94000,98500,Annual Merit Increase,4.8
COMP00609,EMP00388,11-11-25,,73500,New Hire,
COMP00610,EMP00389,20-06-23,,90000,New Hire,
COMP00611,EMP00389,19-06-24,90000,94500,Annual Merit Increase,5
COMP00612,EMP00389,15-04-25,94500,100000,Annual Merit Increase,5.7
COMP00613,EMP00389,21-02-26,100000,102000,Annual Merit Increase,2.2
COMP00614,EMP00390,18-03-26,,97500,New Hire,
COMP00615,EMP00391,26-11-25,,81500,New Hire,
COMP00616,EMP00392,11-07-23,,109500,New Hire,
COMP00617,EMP00392,10-07-24,109500,115500,Annual Merit Increase,5.5
COMP00618,EMP00393,25-07-23,,70500,New Hire,
COMP00619,EMP00393,24-07-24,70500,72500,Annual Merit Increase,2.9
COMP00620,EMP00393,19-08-25,72500,76500,Annual Merit Increase,5.5
COMP00621,EMP00394,21-07-26,,113500,New Hire,
COMP00622,EMP00395,04-12-24,,161500,New Hire,
COMP00623,EMP00396,18-12-24,,158500,New Hire,
COMP00624,EMP00396,18-12-25,158500,162000,Annual Merit Increase,2.1
COMP00625,EMP00397,01-03-26,,70500,New Hire,
COMP00626,EMP00398,27-06-26,,72000,New Hire,
COMP00627,EMP00399,07-07-26,,67000,New Hire,
COMP00628,EMP00400,06-01-26,,135000,New Hire,
COMP00629,EMP00401,15-12-24,,69500,New Hire,
COMP00630,EMP00402,18-07-23,,174000,New Hire,
COMP00631,EMP00402,17-07-24,174000,179500,Annual Merit Increase,3.3
COMP00632,EMP00402,24-05-25,179500,186000,Annual Merit Increase,3.7
COMP00633,EMP00403,24-02-26,,73500,New Hire,
COMP00634,EMP00404,11-07-25,,136500,New Hire,
COMP00635,EMP00404,11-07-26,136500,143000,Annual Merit Increase,4.9
COMP00636,EMP00405,20-02-25,,75000,New Hire,
COMP00637,EMP00405,20-02-26,75000,78500,Annual Merit Increase,4.9
COMP00638,EMP00406,24-05-26,,83000,New Hire,
COMP00639,EMP00407,15-11-23,,136000,New Hire,
COMP00640,EMP00407,14-11-24,136000,141500,Annual Merit Increase,4
COMP00641,EMP00407,16-02-26,141500,145000,Annual Merit Increase,2.4
COMP00642,EMP00408,16-05-25,,91500,New Hire,
COMP00643,EMP00409,07-10-22,,74500,New Hire,
COMP00644,EMP00409,07-10-23,74500,85000,Promotion,14.4
COMP00645,EMP00409,13-11-24,85000,90000,Annual Merit Increase,5.9
COMP00646,EMP00409,29-12-25,90000,94500,Annual Merit Increase,4.9
COMP00647,EMP00410,21-04-25,,132500,New Hire,
COMP00648,EMP00411,10-03-23,,100000,New Hire,
COMP00649,EMP00412,26-12-23,,109000,New Hire,
COMP00650,EMP00412,25-12-24,109000,120500,Promotion,10.6
COMP00651,EMP00412,13-04-26,120500,124500,Annual Merit Increase,3.4
COMP00652,EMP00413,12-12-23,,85500,New Hire,
COMP00653,EMP00413,11-12-24,85500,93500,Promotion,9.5
COMP00654,EMP00413,17-10-25,93500,97000,Annual Merit Increase,3.7
COMP00655,EMP00414,24-10-25,,84000,New Hire,
COMP00656,EMP00415,14-01-26,,115500,New Hire,
COMP00657,EMP00416,25-07-25,,87500,New Hire,
COMP00658,EMP00417,05-07-26,,158000,New Hire,
COMP00659,EMP00418,26-12-24,,123000,New Hire,
COMP00660,EMP00419,21-08-24,,110000,New Hire,
COMP00661,EMP00419,21-08-25,110000,116000,Annual Merit Increase,5.6
COMP00662,EMP00419,26-06-26,116000,120000,Annual Merit Increase,3.5
COMP00663,EMP00420,18-04-26,,128500,New Hire,
COMP00664,EMP00421,05-06-24,,83000,New Hire,
COMP00665,EMP00421,05-06-25,83000,87000,Annual Merit Increase,5
COMP00666,EMP00421,07-06-26,87000,91500,Annual Merit Increase,4.9
COMP00667,EMP00422,03-07-26,,224500,New Hire,
COMP00668,EMP00423,23-10-22,,64500,New Hire,
COMP00669,EMP00423,23-10-23,64500,74500,Promotion,15.2
COMP00670,EMP00423,15-12-24,74500,79000,Annual Merit Increase,5.8
COMP00671,EMP00424,26-07-26,,88500,New Hire,
COMP00672,EMP00425,05-02-23,,87500,New Hire,
COMP00673,EMP00425,05-02-24,87500,90000,Annual Merit Increase,3.1
COMP00674,EMP00425,06-03-25,90000,93500,Annual Merit Increase,3.8
COMP00675,EMP00425,07-05-26,93500,97000,Annual Merit Increase,3.5
COMP00676,EMP00426,24-05-26,,105000,New Hire,
COMP00677,EMP00427,17-06-25,,142500,New Hire,
COMP00678,EMP00427,17-06-26,142500,148500,Annual Merit Increase,4.2
COMP00679,EMP00428,19-07-26,,69000,New Hire,
COMP00680,EMP00429,19-06-23,,98000,New Hire,
COMP00681,EMP00429,18-06-24,98000,100000,Annual Merit Increase,2.1
COMP00682,EMP00429,17-09-25,100000,104500,Annual Merit Increase,4.7
COMP00683,EMP00430,25-07-25,,101500,New Hire,
COMP00684,EMP00430,25-07-26,101500,107500,Annual Merit Increase,5.8
COMP00685,EMP00431,21-07-26,,60500,New Hire,
COMP00686,EMP00432,12-06-25,,124000,New Hire,
COMP00687,EMP00432,12-06-26,124000,130500,Annual Merit Increase,5.2
COMP00688,EMP00433,25-09-25,,65500,New Hire,
COMP00689,EMP00434,29-11-25,,86000,New Hire,
COMP00690,EMP00435,09-03-25,,143000,New Hire,
COMP00691,EMP00435,09-03-26,143000,150000,Annual Merit Increase,5
COMP00692,EMP00436,01-09-25,,93000,New Hire,
COMP00693,EMP00437,18-07-25,,140500,New Hire,
COMP00694,EMP00438,21-05-26,,187000,New Hire,
COMP00695,EMP00439,04-02-23,,79000,New Hire,
COMP00696,EMP00439,04-02-24,79000,83500,Annual Merit Increase,5.8
COMP00697,EMP00439,19-03-25,83500,86500,Annual Merit Increase,3.3
COMP00698,EMP00440,10-08-24,,204500,New Hire,
COMP00699,EMP00441,25-06-26,,110000,New Hire,
COMP00700,EMP00442,07-05-26,,101500,New Hire,
COMP00701,EMP00443,22-03-25,,88500,New Hire,
COMP00702,EMP00444,23-09-25,,95500,New Hire,
COMP00703,EMP00445,01-08-24,,139500,New Hire,
COMP00704,EMP00445,01-08-25,139500,147000,Annual Merit Increase,5.4
COMP00705,EMP00446,17-04-24,,177000,New Hire,
COMP00706,EMP00446,17-04-25,177000,182500,Annual Merit Increase,3
COMP00707,EMP00446,21-07-26,182500,190500,Annual Merit Increase,4.3
COMP00708,EMP00447,24-04-25,,125000,New Hire,
COMP00709,EMP00448,29-11-24,,277500,New Hire,
COMP00710,EMP00449,29-07-25,,205000,New Hire,
COMP00711,EMP00450,02-07-23,,142000,New Hire,
COMP00712,EMP00450,01-07-24,142000,150500,Annual Merit Increase,5.9
COMP00713,EMP00451,26-07-26,,111000,New Hire,
COMP00714,EMP00452,11-07-26,,115000,New Hire,
COMP00715,EMP00453,09-11-25,,66000,New Hire,
COMP00716,EMP00454,07-06-25,,196000,New Hire,
COMP00717,EMP00454,07-06-26,196000,207000,Annual Merit Increase,5.7
COMP00718,EMP00455,22-09-24,,91000,New Hire,
COMP00719,EMP00455,22-09-25,91000,93500,Annual Merit Increase,2.6
COMP00720,EMP00456,17-03-26,,89500,New Hire,
COMP00721,EMP00457,17-11-25,,63000,New Hire,
COMP00722,EMP00458,02-02-24,,79500,New Hire,
COMP00723,EMP00458,01-02-25,79500,84000,Annual Merit Increase,5.6
COMP00724,EMP00459,06-05-26,,103000,New Hire,
COMP00725,EMP00460,14-03-26,,109000,New Hire,
COMP00726,EMP00461,06-06-26,,148000,New Hire,
COMP00727,EMP00462,02-12-25,,89000,New Hire,
COMP00728,EMP00463,01-08-25,,166500,New Hire,
COMP00729,EMP00464,10-02-25,,66500,New Hire,
COMP00730,EMP00464,10-02-26,66500,69000,Annual Merit Increase,3.5
COMP00731,EMP00465,21-06-26,,71500,New Hire,
COMP00732,EMP00466,05-04-26,,156000,New Hire,
COMP00733,EMP00467,02-02-23,,81500,New Hire,
COMP00734,EMP00468,22-12-22,,88000,New Hire,
COMP00735,EMP00468,22-12-23,88000,91500,Annual Merit Increase,3.7
COMP00736,EMP00469,16-12-24,,109500,New Hire,
COMP00737,EMP00469,16-12-25,109500,114000,Annual Merit Increase,4.1
COMP00738,EMP00470,25-03-26,,64000,New Hire,
COMP00739,EMP00471,02-07-26,,97500,New Hire,
COMP00740,EMP00472,10-02-24,,87500,New Hire,
COMP00741,EMP00473,02-08-25,,109000,New Hire,
COMP00742,EMP00474,16-12-24,,109000,New Hire,
COMP00743,EMP00475,16-07-26,,93000,New Hire,
COMP00744,EMP00476,19-03-26,,200000,New Hire,
COMP00745,EMP00477,29-03-26,,118500,New Hire,
COMP00746,EMP00478,07-04-25,,142500,New Hire,
COMP00747,EMP00478,07-04-26,142500,150000,Annual Merit Increase,5.4
COMP00748,EMP00479,22-02-25,,108000,New Hire,
COMP00749,EMP00479,22-02-26,108000,113000,Annual Merit Increase,4.5
COMP00750,EMP00480,12-08-24,,121000,New Hire,
COMP00751,EMP00480,12-08-25,121000,127500,Annual Merit Increase,5.4
COMP00752,EMP00481,24-03-23,,123500,New Hire,
COMP00753,EMP00482,15-04-26,,106500,New Hire,
COMP00754,EMP00483,08-03-26,,62500,New Hire,
COMP00755,EMP00484,06-07-26,,67500,New Hire,
COMP00756,EMP00485,27-07-26,,101500,New Hire,
COMP00757,EMP00486,10-07-25,,96000,New Hire,
COMP00758,EMP00487,03-01-26,,103500,New Hire,
COMP00759,EMP00488,19-06-26,,75000,New Hire,
COMP00760,EMP00489,17-04-26,,166000,New Hire,
COMP00761,EMP00490,07-07-24,,163000,New Hire,
COMP00762,EMP00491,21-03-25,,184500,New Hire,
COMP00763,EMP00491,21-03-26,184500,195500,Annual Merit Increase,6
COMP00764,EMP00492,20-12-23,,82000,New Hire,
COMP00765,EMP00492,19-12-24,82000,85500,Annual Merit Increase,4.5
COMP00766,EMP00493,26-06-26,,140500,New Hire,
COMP00767,EMP00494,04-08-25,,162000,New Hire,
COMP00768,EMP00495,14-06-24,,83000,New Hire,
COMP00769,EMP00496,20-10-25,,99500,New Hire,
COMP00770,EMP00497,22-09-25,,187500,New Hire,
COMP00771,EMP00498,15-11-24,,93500,New Hire,
COMP00772,EMP00498,15-11-25,93500,98000,Annual Merit Increase,5
COMP00773,EMP00499,24-11-23,,85000,New Hire,
COMP00774,EMP00499,23-11-24,85000,90000,Annual Merit Increase,5.7
COMP00775,EMP00499,01-10-25,90000,92500,Annual Merit Increase,2.5
COMP00776,EMP00500,08-10-25,,79500,New Hire,
COMP00777,EMP00501,21-06-25,,84500,New Hire,
COMP00778,EMP00501,21-06-26,84500,89500,Annual Merit Increase,5.9
COMP00779,EMP00502,15-01-26,,139500,New Hire,
COMP00780,EMP00503,22-06-25,,133500,New Hire,
COMP00781,EMP00503,22-06-26,133500,141500,Annual Merit Increase,5.8
COMP00782,EMP00504,20-04-26,,103500,New Hire,
COMP00783,EMP00505,28-06-25,,74000,New Hire,
COMP00784,EMP00505,28-06-26,74000,75500,Annual Merit Increase,2.3
COMP00785,EMP00506,14-07-25,,132500,New Hire,
COMP00786,EMP00506,14-07-26,132500,138500,Annual Merit Increase,4.5
COMP00787,EMP00507,27-04-26,,143000,New Hire,
COMP00788,EMP00508,29-01-25,,76500,New Hire,
COMP00789,EMP00509,09-01-24,,166000,New Hire,
COMP00790,EMP00509,08-01-25,166000,174500,Annual Merit Increase,5.1
COMP00791,EMP00509,20-01-26,174500,184000,Annual Merit Increase,5.4
COMP00792,EMP00510,08-12-22,,83000,New Hire,
COMP00793,EMP00510,08-12-23,83000,86500,Annual Merit Increase,4.1
COMP00794,EMP00510,31-10-24,86500,99500,Promotion,15.2
COMP00795,EMP00510,20-01-26,99500,101500,Annual Merit Increase,2
COMP00796,EMP00511,26-01-26,,87500,New Hire,
COMP00797,EMP00512,28-09-25,,153000,New Hire,
COMP00798,EMP00513,26-11-25,,92000,New Hire,
COMP00799,EMP00514,17-05-24,,131500,New Hire,
COMP00800,EMP00514,17-05-25,131500,138000,Annual Merit Increase,5
COMP00801,EMP00514,15-04-26,138000,143000,Annual Merit Increase,3.8
COMP00802,EMP00515,02-01-24,,91500,New Hire,
COMP00803,EMP00516,25-10-22,,175000,New Hire,
COMP00804,EMP00516,25-10-23,175000,185500,Annual Merit Increase,5.9
COMP00805,EMP00516,19-08-24,185500,193000,Annual Merit Increase,4.2
COMP00806,EMP00516,28-08-25,193000,198500,Annual Merit Increase,3
COMP00807,EMP00517,24-11-24,,54000,New Hire,
COMP00808,EMP00517,24-11-25,54000,57000,Annual Merit Increase,5.1
COMP00809,EMP00518,30-08-25,,71000,New Hire,
COMP00810,EMP00519,03-01-25,,81000,New Hire,
COMP00811,EMP00519,03-01-26,81000,83500,Annual Merit Increase,2.9
COMP00812,EMP00520,08-03-25,,79000,New Hire,
COMP00813,EMP00521,12-05-26,,202000,New Hire,
COMP00814,EMP00522,01-11-24,,118500,New Hire,
COMP00815,EMP00522,01-11-25,118500,122000,Annual Merit Increase,2.8
COMP00816,EMP00523,10-05-25,,131000,New Hire,
COMP00817,EMP00524,20-02-26,,165500,New Hire,
COMP00818,EMP00525,03-01-25,,122500,New Hire,
COMP00819,EMP00525,03-01-26,122500,127500,Annual Merit Increase,4.1
COMP00820,EMP00526,06-09-25,,71500,New Hire,
COMP00821,EMP00527,07-04-26,,92500,New Hire,
COMP00822,EMP00528,20-06-26,,98500,New Hire,
COMP00823,EMP00529,23-01-24,,75000,New Hire,
COMP00824,EMP00530,25-06-26,,78000,New Hire,
COMP00825,EMP00531,27-05-25,,156000,New Hire,
COMP00826,EMP00531,27-05-26,156000,160000,Annual Merit Increase,2.7
COMP00827,EMP00532,18-07-24,,182500,New Hire,
COMP00828,EMP00532,18-07-25,182500,191000,Annual Merit Increase,4.6
COMP00829,EMP00532,25-05-26,191000,195000,Annual Merit Increase,2.2
COMP00830,EMP00533,11-03-25,,79000,New Hire,
COMP00831,EMP00533,11-03-26,79000,81500,Annual Merit Increase,2.9
COMP00832,EMP00534,19-07-26,,179500,New Hire,
COMP00833,EMP00535,05-05-25,,151500,New Hire,
COMP00834,EMP00535,05-05-26,151500,156000,Annual Merit Increase,3.1
COMP00835,EMP00536,19-10-24,,72500,New Hire,
COMP00836,EMP00536,19-10-25,72500,76000,Annual Merit Increase,4.5
COMP00837,EMP00537,11-09-25,,69000,New Hire,
COMP00838,EMP00538,24-06-24,,75000,New Hire,
COMP00839,EMP00538,24-06-25,75000,78000,Annual Merit Increase,3.9
COMP00840,EMP00538,10-06-26,78000,80500,Annual Merit Increase,3.4
COMP00841,EMP00539,12-06-23,,141000,New Hire,
COMP00842,EMP00539,11-06-24,141000,145500,Annual Merit Increase,3.1
COMP00843,EMP00539,23-06-25,145500,151500,Annual Merit Increase,4.2
COMP00844,EMP00540,10-12-23,,118500,New Hire,
COMP00845,EMP00540,09-12-24,118500,121000,Annual Merit Increase,2.3
COMP00846,EMP00540,19-01-26,121000,126000,Annual Merit Increase,4.2
COMP00847,EMP00541,08-12-23,,165000,New Hire,
COMP00848,EMP00542,24-02-24,,128500,New Hire,
COMP00849,EMP00542,23-02-25,128500,131500,Annual Merit Increase,2.1
COMP00850,EMP00542,03-03-26,131500,149500,Promotion,13.6
COMP00851,EMP00543,28-01-24,,76500,New Hire,
COMP00852,EMP00543,27-01-25,76500,79000,Annual Merit Increase,3.4
COMP00853,EMP00543,26-12-25,79000,82500,Annual Merit Increase,4.7
COMP00854,EMP00544,28-09-25,,72000,New Hire,
COMP00855,EMP00545,09-03-24,,120500,New Hire,
COMP00856,EMP00545,09-03-25,120500,124000,Annual Merit Increase,2.8
COMP00857,EMP00545,17-03-26,124000,129000,Annual Merit Increase,4
COMP00858,EMP00546,04-11-24,,69000,New Hire,
COMP00859,EMP00547,05-05-26,,113500,New Hire,
COMP00860,EMP00548,21-04-25,,91500,New Hire,
COMP00861,EMP00549,08-10-25,,71500,New Hire,
COMP00862,EMP00550,23-03-24,,111000,New Hire,
COMP00863,EMP00550,23-03-25,111000,117500,Annual Merit Increase,5.8
COMP00864,EMP00550,10-01-26,117500,120500,Annual Merit Increase,2.4
COMP00865,EMP00551,09-04-24,,105000,New Hire,
COMP00866,EMP00552,15-02-23,,96500,New Hire,
COMP00867,EMP00553,15-03-24,,62500,New Hire,
COMP00868,EMP00553,15-03-25,62500,66000,Annual Merit Increase,5.9
COMP00869,EMP00553,10-01-26,66000,68000,Annual Merit Increase,3.4
COMP00870,EMP00554,16-08-24,,154500,New Hire,
COMP00871,EMP00554,16-08-25,154500,162500,Annual Merit Increase,5.2
COMP00872,EMP00555,14-03-24,,140000,New Hire,
COMP00873,EMP00555,14-03-25,140000,144500,Annual Merit Increase,3.1
COMP00874,EMP00556,08-08-23,,85500,New Hire,
COMP00875,EMP00557,18-12-23,,170500,New Hire,
COMP00876,EMP00557,17-12-24,170500,176500,Annual Merit Increase,3.4
COMP00877,EMP00557,01-11-25,176500,181000,Annual Merit Increase,2.6
COMP00878,EMP00558,10-04-25,,92500,New Hire,
COMP00879,EMP00558,10-04-26,92500,97500,Annual Merit Increase,5.3
COMP00880,EMP00559,28-05-24,,91500,New Hire,
COMP00881,EMP00559,28-05-25,91500,95500,Annual Merit Increase,4.3
COMP00882,EMP00559,08-05-26,95500,98000,Annual Merit Increase,2.4
COMP00883,EMP00560,20-12-24,,121500,New Hire,
COMP00884,EMP00560,20-12-25,121500,126000,Annual Merit Increase,3.7
