CompChangeID,EmployeeID,EffectiveDate,PreviousSalary,NewSalary,ChangeType,PercentChange
COMP00418,EMP00267,2026-03-13,,108500,New Hire,
COMP00419,EMP00268,2025-11-04,,147000,New Hire,
COMP00420,EMP00269,2025-02-23,,151500,New Hire,
COMP00421,EMP00269,2026-02-23,151500.0,160500,Annual Merit Increase,5.8
COMP00422,EMP00270,2024-03-17,,89500,New Hire,
COMP00423,EMP00270,2025-03-17,89500.0,101000,Promotion,13.0
COMP00424,EMP00270,2026-05-17,101000.0,106000,Annual Merit Increase,5.1
COMP00425,EMP00271,2024-02-23,,150500,New Hire,
COMP00426,EMP00271,2025-02-22,150500.0,158000,Annual Merit Increase,4.8
COMP00427,EMP00271,2026-02-27,158000.0,164000,Annual Merit Increase,3.8
COMP00428,EMP00272,2024-07-01,,95000,New Hire,
COMP00429,EMP00272,2025-07-01,95000.0,98000,Annual Merit Increase,3.2
COMP00430,EMP00273,2025-06-18,,150500,New Hire,
COMP00431,EMP00273,2026-06-18,150500.0,159000,Annual Merit Increase,5.5
COMP00432,EMP00274,2025-12-20,,146000,New Hire,
COMP00433,EMP00275,2025-10-17,,97000,New Hire,
COMP00434,EMP00276,2024-08-27,,237000,New Hire,
COMP00435,EMP00277,2026-06-28,,62000,New Hire,
COMP00436,EMP00278,2025-12-27,,61500,New Hire,
COMP00437,EMP00279,2025-07-15,,177000,New Hire,
COMP00438,EMP00279,2026-07-15,177000.0,185000,Annual Merit Increase,4.4
COMP00439,EMP00280,2025-08-11,,70000,New Hire,
COMP00440,EMP00281,2025-02-25,,363500,New Hire,
COMP00441,EMP00282,2024-07-28,,168000,New Hire,
COMP00442,EMP00283,2024-11-22,,62500,New Hire,
COMP00443,EMP00284,2026-01-13,,166000,New Hire,
COMP00444,EMP00285,2022-10-01,,62000,New Hire,
COMP00445,EMP00286,2023-11-17,,78000,New Hire,
COMP00446,EMP00286,2024-11-16,78000.0,82500,Annual Merit Increase,5.9
COMP00447,EMP00286,2025-12-17,82500.0,87000,Annual Merit Increase,5.6
COMP00448,EMP00287,2023-02-06,,69500,New Hire,
COMP00449,EMP00287,2024-02-06,69500.0,72000,Annual Merit Increase,3.7
COMP00450,EMP00288,2023-02-04,,346500,New Hire,
COMP00451,EMP00288,2024-02-04,346500.0,353500,Annual Merit Increase,2.0
COMP00452,EMP00288,2025-03-28,353500.0,365000,Annual Merit Increase,3.3
COMP00453,EMP00288,2026-02-24,365000.0,384000,Annual Merit Increase,5.2
COMP00454,EMP00289,2026-04-20,,85000,New Hire,
COMP00455,EMP00290,2025-11-16,,84500,New Hire,
COMP00456,EMP00291,2025-04-15,,257500,New Hire,
COMP00457,EMP00291,2026-04-15,257500.0,266000,Annual Merit Increase,3.3
COMP00458,EMP00292,2023-09-27,,171000,New Hire,
COMP00459,EMP00292,2024-09-26,171000.0,177000,Annual Merit Increase,3.6
COMP00460,EMP00292,2025-08-08,177000.0,181500,Annual Merit Increase,2.5
COMP00461,EMP00292,2026-07-25,181500.0,190500,Annual Merit Increase,5.0
COMP00462,EMP00293,2025-05-15,,109000,New Hire,
COMP00463,EMP00294,2025-04-06,,151500,New Hire,
COMP00464,EMP00295,2024-03-15,,146000,New Hire,
COMP00465,EMP00295,2025-03-15,146000.0,154000,Annual Merit Increase,5.4
COMP00466,EMP00295,2026-02-05,154000.0,163000,Annual Merit Increase,6.0
COMP00467,EMP00296,2025-02-14,,91000,New Hire,
COMP00468,EMP00297,2025-01-28,,162500,New Hire,
COMP00469,EMP00297,2026-01-28,162500.0,171000,Annual Merit Increase,5.2
COMP00470,EMP00298,2025-09-11,,376000,New Hire,
COMP00471,EMP00299,2025-09-07,,96000,New Hire,
COMP00472,EMP00300,2023-02-09,,113500,New Hire,
COMP00473,EMP00301,2024-12-26,,169000,New Hire,
COMP00474,EMP00301,2025-12-26,169000.0,174500,Annual Merit Increase,3.1
COMP00475,EMP00302,2025-09-16,,175000,New Hire,
COMP00476,EMP00303,2025-05-05,,146000,New Hire,
COMP00477,EMP00303,2026-05-05,146000.0,150500,Annual Merit Increase,3.1
COMP00478,EMP00304,2026-04-25,,96000,New Hire,
COMP00479,EMP00305,2025-10-20,,77000,New Hire,
COMP00480,EMP00306,2024-02-10,,61500,New Hire,
COMP00481,EMP00307,2023-05-18,,189000,New Hire,
COMP00482,EMP00307,2024-05-17,189000.0,197000,Annual Merit Increase,4.3
COMP00483,EMP00308,2025-09-03,,58500,New Hire,
COMP00484,EMP00309,2022-12-13,,120000,New Hire,
COMP00485,EMP00310,2025-07-11,,92000,New Hire,
COMP00486,EMP00310,2026-07-11,92000.0,97000,Annual Merit Increase,5.5
COMP00487,EMP00311,2026-06-17,,64500,New Hire,
COMP00488,EMP00312,2025-07-30,,103500,New Hire,
COMP00489,EMP00313,2025-01-30,,105500,New Hire,
COMP00490,EMP00314,2025-09-22,,87500,New Hire,
COMP00491,EMP00315,2025-03-13,,84500,New Hire,
COMP00492,EMP00315,2026-03-13,84500.0,87500,Annual Merit Increase,3.5
COMP00493,EMP00316,2025-06-06,,84000,New Hire,
COMP00494,EMP00316,2026-06-06,84000.0,88500,Annual Merit Increase,5.7
COMP00495,EMP00317,2026-06-17,,68500,New Hire,
COMP00496,EMP00318,2025-01-27,,78500,New Hire,
COMP00497,EMP00318,2026-01-27,78500.0,81000,Annual Merit Increase,3.3
COMP00498,EMP00319,2026-07-13,,135000,New Hire,
COMP00499,EMP00320,2026-05-19,,84000,New Hire,
COMP00500,EMP00321,2024-04-21,,61500,New Hire,
COMP00501,EMP00322,2023-05-19,,149500,New Hire,
COMP00502,EMP00322,2024-05-18,149500.0,154000,Annual Merit Increase,3.0
COMP00503,EMP00322,2025-05-09,154000.0,162500,Annual Merit Increase,5.7
COMP00504,EMP00322,2026-05-08,162500.0,171000,Annual Merit Increase,5.3
COMP00505,EMP00323,2023-09-10,,257500,New Hire,
COMP00506,EMP00323,2024-09-09,257500.0,268000,Annual Merit Increase,4.2
COMP00507,EMP00323,2025-09-28,268000.0,276500,Annual Merit Increase,3.1
COMP00508,EMP00324,2022-11-03,,142500,New Hire,
COMP00509,EMP00324,2023-11-03,142500.0,146000,Annual Merit Increase,2.5
COMP00510,EMP00325,2023-09-14,,78000,New Hire,
COMP00511,EMP00325,2024-09-13,78000.0,87000,Promotion,11.4
COMP00512,EMP00325,2025-07-25,87000.0,89000,Annual Merit Increase,2.2
COMP00513,EMP00326,2025-11-26,,169000,New Hire,
COMP00514,EMP00327,2023-05-19,,220500,New Hire,
COMP00515,EMP00328,2024-10-05,,203000,New Hire,
COMP00516,EMP00328,2025-10-05,203000.0,207000,Annual Merit Increase,2.1
COMP00517,EMP00329,2026-03-29,,108500,New Hire,
COMP00518,EMP00330,2022-11-05,,142500,New Hire,
COMP00519,EMP00330,2023-11-05,142500.0,150000,Annual Merit Increase,5.4
COMP00520,EMP00330,2024-12-12,150000.0,154500,Annual Merit Increase,2.9
COMP00521,EMP00330,2025-10-28,154500.0,173000,Promotion,11.9
COMP00522,EMP00331,2026-03-20,,147000,New Hire,
COMP00523,EMP00332,2024-08-17,,68500,New Hire,
COMP00524,EMP00333,2023-12-21,,111500,New Hire,
COMP00525,EMP00333,2024-12-20,111500.0,114000,Annual Merit Increase,2.2
COMP00526,EMP00334,2025-11-10,,172500,New Hire,
COMP00527,EMP00335,2025-09-05,,127500,New Hire,
COMP00528,EMP00336,2026-04-04,,112500,New Hire,
COMP00529,EMP00337,2025-12-06,,133500,New Hire,
COMP00530,EMP00338,2026-02-26,,62500,New Hire,
COMP00531,EMP00339,2024-08-04,,91000,New Hire,
COMP00532,EMP00339,2025-08-04,91000.0,94500,Annual Merit Increase,3.8
COMP00533,EMP00340,2024-03-30,,189000,New Hire,
COMP00534,EMP00340,2025-03-30,189000.0,199000,Annual Merit Increase,5.2
COMP00535,EMP00340,2026-02-18,199000.0,203500,Annual Merit Increase,2.3
COMP00536,EMP00341,2026-01-07,,87000,New Hire,
COMP00537,EMP00342,2026-02-07,,83000,New Hire,
COMP00538,EMP00343,2026-07-18,,189500,New Hire,
COMP00539,EMP00344,2025-02-03,,80000,New Hire,
COMP00540,EMP00344,2026-02-03,80000.0,82500,Annual Merit Increase,3.4
COMP00541,EMP00345,2024-12-01,,102000,New Hire,
COMP00542,EMP00345,2025-12-01,102000.0,106000,Annual Merit Increase,4.0
COMP00543,EMP00346,2026-01-24,,253000,New Hire,
COMP00544,EMP00347,2024-11-25,,133500,New Hire,
COMP00545,EMP00348,2026-06-04,,159500,New Hire,
COMP00546,EMP00349,2026-04-06,,147500,New Hire,
COMP00547,EMP00350,2025-02-09,,83500,New Hire,
COMP00548,EMP00351,2026-01-22,,98000,New Hire,
COMP00549,EMP00352,2026-01-14,,79000,New Hire,
COMP00550,EMP00353,2023-10-28,,110000,New Hire,
COMP00551,EMP00354,2026-05-12,,106500,New Hire,
COMP00552,EMP00355,2025-05-28,,113500,New Hire,
COMP00553,EMP00355,2026-05-28,113500.0,116500,Annual Merit Increase,2.8
COMP00554,EMP00356,2026-03-25,,94000,New Hire,
COMP00555,EMP00357,2024-10-20,,97000,New Hire,
COMP00556,EMP00357,2025-10-20,97000.0,102500,Annual Merit Increase,5.5
COMP00557,EMP00358,2026-05-24,,161000,New Hire,
COMP00558,EMP00359,2025-01-25,,102500,New Hire,
COMP00559,EMP00359,2026-01-25,102500.0,105500,Annual Merit Increase,2.9
COMP00560,EMP00360,2022-09-04,,123000,New Hire,
COMP00561,EMP00360,2023-09-04,123000.0,127000,Annual Merit Increase,3.1
COMP00562,EMP00360,2024-12-11,127000.0,130000,Annual Merit Increase,2.3
COMP00563,EMP00361,2026-05-21,,99000,New Hire,
COMP00564,EMP00362,2023-08-30,,326500,New Hire,
COMP00565,EMP00362,2024-08-29,326500.0,338500,Annual Merit Increase,3.6
COMP00566,EMP00362,2025-08-08,338500.0,350000,Annual Merit Increase,3.3
COMP00567,EMP00363,2024-10-24,,197000,New Hire,
COMP00568,EMP00363,2025-10-24,197000.0,202500,Annual Merit Increase,2.7
COMP00569,EMP00364,2026-06-12,,142000,New Hire,
COMP00570,EMP00365,2026-06-10,,109000,New Hire,
COMP00571,EMP00366,2025-07-30,,173000,New Hire,
COMP00572,EMP00367,2025-09-22,,175000,New Hire,
COMP00573,EMP00368,2025-03-28,,116000,New Hire,
COMP00574,EMP00369,2024-09-07,,127000,New Hire,
COMP00575,EMP00369,2025-09-07,127000.0,129500,Annual Merit Increase,2.1
COMP00576,EMP00370,2024-10-03,,210500,New Hire,
COMP00577,EMP00371,2025-10-23,,128000,New Hire,
COMP00578,EMP00372,2026-01-28,,160500,New Hire,
COMP00579,EMP00373,2026-02-14,,114500,New Hire,
COMP00580,EMP00374,2026-02-24,,162000,New Hire,
COMP00581,EMP00375,2023-08-10,,111500,New Hire,
COMP00582,EMP00375,2024-08-09,111500.0,117500,Annual Merit Increase,5.3
COMP00583,EMP00375,2025-09-03,117500.0,120000,Annual Merit Increase,2.0
COMP00584,EMP00376,2025-05-16,,78500,New Hire,
COMP00585,EMP00377,2023-03-16,,198000,New Hire,
COMP00586,EMP00377,2024-03-15,198000.0,226000,Promotion,14.1
COMP00587,EMP00377,2025-02-25,226000.0,234000,Annual Merit Increase,3.6
COMP00588,EMP00377,2026-03-27,234000.0,242000,Annual Merit Increase,3.5
COMP00589,EMP00378,2025-06-22,,116500,New Hire,
COMP00590,EMP00378,2026-06-22,116500.0,122000,Annual Merit Increase,4.5
COMP00591,EMP00379,2025-03-10,,143500,New Hire,
COMP00592,EMP00379,2026-03-10,143500.0,148500,Annual Merit Increase,3.3
COMP00593,EMP00380,2026-05-25,,199500,New Hire,
COMP00594,EMP00381,2024-11-13,,144500,New Hire,
COMP00595,EMP00381,2025-11-13,144500.0,149000,Annual Merit Increase,3.3
COMP00596,EMP00382,2023-12-06,,151000,New Hire,
COMP00597,EMP00382,2024-12-05,151000.0,167500,Promotion,10.9
COMP00598,EMP00382,2026-01-12,167500.0,176500,Annual Merit Increase,5.5
COMP00599,EMP00383,2024-01-12,,185000,New Hire,
COMP00600,EMP00384,2026-01-09,,144500,New Hire,
COMP00601,EMP00385,2025-09-13,,78000,New Hire,
COMP00602,EMP00386,2023-10-04,,98000,New Hire,
COMP00603,EMP00386,2024-10-03,98000.0,102500,Annual Merit Increase,4.4
COMP00604,EMP00386,2025-08-09,102500.0,104500,Annual Merit Increase,2.0
COMP00605,EMP00386,2026-06-06,104500.0,110500,Annual Merit Increase,5.9
COMP00606,EMP00387,2023-07-24,,90000,New Hire,
COMP00607,EMP00387,2024-07-23,90000.0,94000,Annual Merit Increase,4.4
COMP00608,EMP00387,2025-10-31,94000.0,98500,Annual Merit Increase,4.8
COMP00609,EMP00388,2025-11-11,,73500,New Hire,
COMP00610,EMP00389,2023-06-20,,90000,New Hire,
COMP00611,EMP00389,2024-06-19,90000.0,94500,Annual Merit Increase,5.0
COMP00612,EMP00389,2025-04-15,94500.0,100000,Annual Merit Increase,5.7
COMP00613,EMP00389,2026-02-21,100000.0,102000,Annual Merit Increase,2.2
COMP00614,EMP00390,2026-03-18,,97500,New Hire,
COMP00615,EMP00391,2025-11-26,,81500,New Hire,
COMP00616,EMP00392,2023-07-11,,109500,New Hire,
COMP00617,EMP00392,2024-07-10,109500.0,115500,Annual Merit Increase,5.5
COMP00618,EMP00393,2023-07-25,,70500,New Hire,
COMP00619,EMP00393,2024-07-24,70500.0,72500,Annual Merit Increase,2.9
COMP00620,EMP00393,2025-08-19,72500.0,76500,Annual Merit Increase,5.5
COMP00621,EMP00394,2026-07-21,,113500,New Hire,
COMP00622,EMP00395,2024-12-04,,161500,New Hire,
COMP00623,EMP00396,2024-12-18,,158500,New Hire,
COMP00624,EMP00396,2025-12-18,158500.0,162000,Annual Merit Increase,2.1
COMP00625,EMP00397,2026-03-01,,70500,New Hire,
COMP00626,EMP00398,2026-06-27,,72000,New Hire,
COMP00627,EMP00399,2026-07-07,,67000,New Hire,
COMP00628,EMP00400,2026-01-06,,135000,New Hire,
COMP00629,EMP00401,2024-12-15,,69500,New Hire,
COMP00630,EMP00402,2023-07-18,,174000,New Hire,
COMP00631,EMP00402,2024-07-17,174000.0,179500,Annual Merit Increase,3.3
COMP00632,EMP00402,2025-05-24,179500.0,186000,Annual Merit Increase,3.7
COMP00633,EMP00403,2026-02-24,,73500,New Hire,
COMP00634,EMP00404,2025-07-11,,136500,New Hire,
COMP00635,EMP00404,2026-07-11,136500.0,143000,Annual Merit Increase,4.9
COMP00636,EMP00405,2025-02-20,,75000,New Hire,
COMP00637,EMP00405,2026-02-20,75000.0,78500,Annual Merit Increase,4.9
COMP00638,EMP00406,2026-05-24,,83000,New Hire,
COMP00639,EMP00407,2023-11-15,,136000,New Hire,
COMP00640,EMP00407,2024-11-14,136000.0,141500,Annual Merit Increase,4.0
COMP00641,EMP00407,2026-02-16,141500.0,145000,Annual Merit Increase,2.4
COMP00642,EMP00408,2025-05-16,,91500,New Hire,
COMP00643,EMP00409,2022-10-07,,74500,New Hire,
COMP00644,EMP00409,2023-10-07,74500.0,85000,Promotion,14.4
COMP00645,EMP00409,2024-11-13,85000.0,90000,Annual Merit Increase,5.9
COMP00646,EMP00409,2025-12-29,90000.0,94500,Annual Merit Increase,4.9
COMP00647,EMP00410,2025-04-21,,132500,New Hire,
COMP00648,EMP00411,2023-03-10,,100000,New Hire,
COMP00649,EMP00412,2023-12-26,,109000,New Hire,
COMP00650,EMP00412,2024-12-25,109000.0,120500,Promotion,10.6
COMP00651,EMP00412,2026-04-13,120500.0,124500,Annual Merit Increase,3.4
COMP00652,EMP00413,2023-12-12,,85500,New Hire,
COMP00653,EMP00413,2024-12-11,85500.0,93500,Promotion,9.5
COMP00654,EMP00413,2025-10-17,93500.0,97000,Annual Merit Increase,3.7
COMP00655,EMP00414,2025-10-24,,84000,New Hire,
COMP00656,EMP00415,2026-01-14,,115500,New Hire,
COMP00657,EMP00416,2025-07-25,,87500,New Hire,
COMP00658,EMP00417,2026-07-05,,158000,New Hire,
COMP00659,EMP00418,2024-12-26,,123000,New Hire,
COMP00660,EMP00419,2024-08-21,,110000,New Hire,
COMP00661,EMP00419,2025-08-21,110000.0,116000,Annual Merit Increase,5.6
COMP00662,EMP00419,2026-06-26,116000.0,120000,Annual Merit Increase,3.5
COMP00663,EMP00420,2026-04-18,,128500,New Hire,
COMP00664,EMP00421,2024-06-05,,83000,New Hire,
COMP00665,EMP00421,2025-06-05,83000.0,87000,Annual Merit Increase,5.0
COMP00666,EMP00421,2026-06-07,87000.0,91500,Annual Merit Increase,4.9
COMP00667,EMP00422,2026-07-03,,224500,New Hire,
COMP00668,EMP00423,2022-10-23,,64500,New Hire,
COMP00669,EMP00423,2023-10-23,64500.0,74500,Promotion,15.2
COMP00670,EMP00423,2024-12-15,74500.0,79000,Annual Merit Increase,5.8
COMP00671,EMP00424,2026-07-26,,88500,New Hire,
COMP00672,EMP00425,2023-02-05,,87500,New Hire,
COMP00673,EMP00425,2024-02-05,87500.0,90000,Annual Merit Increase,3.1
COMP00674,EMP00425,2025-03-06,90000.0,93500,Annual Merit Increase,3.8
COMP00675,EMP00425,2026-05-07,93500.0,97000,Annual Merit Increase,3.5
COMP00676,EMP00426,2026-05-24,,105000,New Hire,
COMP00677,EMP00427,2025-06-17,,142500,New Hire,
COMP00678,EMP00427,2026-06-17,142500.0,148500,Annual Merit Increase,4.2
COMP00679,EMP00428,2026-07-19,,69000,New Hire,
COMP00680,EMP00429,2023-06-19,,98000,New Hire,
COMP00681,EMP00429,2024-06-18,98000.0,100000,Annual Merit Increase,2.1
COMP00682,EMP00429,2025-09-17,100000.0,104500,Annual Merit Increase,4.7
COMP00683,EMP00430,2025-07-25,,101500,New Hire,
COMP00684,EMP00430,2026-07-25,101500.0,107500,Annual Merit Increase,5.8
COMP00685,EMP00431,2026-07-21,,60500,New Hire,
COMP00686,EMP00432,2025-06-12,,124000,New Hire,
COMP00687,EMP00432,2026-06-12,124000.0,130500,Annual Merit Increase,5.2
COMP00688,EMP00433,2025-09-25,,65500,New Hire,
COMP00689,EMP00434,2025-11-29,,86000,New Hire,
COMP00690,EMP00435,2025-03-09,,143000,New Hire,
COMP00691,EMP00435,2026-03-09,143000.0,150000,Annual Merit Increase,5.0
COMP00692,EMP00436,2025-09-01,,93000,New Hire,
COMP00693,EMP00437,2025-07-18,,140500,New Hire,
COMP00694,EMP00438,2026-05-21,,187000,New Hire,
COMP00695,EMP00439,2023-02-04,,79000,New Hire,
COMP00696,EMP00439,2024-02-04,79000.0,83500,Annual Merit Increase,5.8
COMP00697,EMP00439,2025-03-19,83500.0,86500,Annual Merit Increase,3.3
COMP00698,EMP00440,2024-08-10,,204500,New Hire,
COMP00699,EMP00441,2026-06-25,,110000,New Hire,
COMP00700,EMP00442,2026-05-07,,101500,New Hire,
COMP00701,EMP00443,2025-03-22,,88500,New Hire,
COMP00702,EMP00444,2025-09-23,,95500,New Hire,
COMP00703,EMP00445,2024-08-01,,139500,New Hire,
COMP00704,EMP00445,2025-08-01,139500.0,147000,Annual Merit Increase,5.4
COMP00705,EMP00446,2024-04-17,,177000,New Hire,
COMP00706,EMP00446,2025-04-17,177000.0,182500,Annual Merit Increase,3.0
COMP00707,EMP00446,2026-07-21,182500.0,190500,Annual Merit Increase,4.3
COMP00708,EMP00447,2025-04-24,,125000,New Hire,
COMP00709,EMP00448,2024-11-29,,277500,New Hire,
COMP00710,EMP00449,2025-07-29,,205000,New Hire,
COMP00711,EMP00450,2023-07-02,,142000,New Hire,
COMP00712,EMP00450,2024-07-01,142000.0,150500,Annual Merit Increase,5.9
COMP00713,EMP00451,2026-07-26,,111000,New Hire,
COMP00714,EMP00452,2026-07-11,,115000,New Hire,
COMP00715,EMP00453,2025-11-09,,66000,New Hire,
COMP00716,EMP00454,2025-06-07,,196000,New Hire,
COMP00717,EMP00454,2026-06-07,196000.0,207000,Annual Merit Increase,5.7
COMP00718,EMP00455,2024-09-22,,91000,New Hire,
COMP00719,EMP00455,2025-09-22,91000.0,93500,Annual Merit Increase,2.6
COMP00720,EMP00456,2026-03-17,,89500,New Hire,
COMP00721,EMP00457,2025-11-17,,63000,New Hire,
COMP00722,EMP00458,2024-02-02,,79500,New Hire,
COMP00723,EMP00458,2025-02-01,79500.0,84000,Annual Merit Increase,5.6
COMP00724,EMP00459,2026-05-06,,103000,New Hire,
COMP00725,EMP00460,2026-03-14,,109000,New Hire,
COMP00726,EMP00461,2026-06-06,,148000,New Hire,
COMP00727,EMP00462,2025-12-02,,89000,New Hire,
COMP00728,EMP00463,2025-08-01,,166500,New Hire,
COMP00729,EMP00464,2025-02-10,,66500,New Hire,
COMP00730,EMP00464,2026-02-10,66500.0,69000,Annual Merit Increase,3.5
COMP00731,EMP00465,2026-06-21,,71500,New Hire,
COMP00732,EMP00466,2026-04-05,,156000,New Hire,
COMP00733,EMP00467,2023-02-02,,81500,New Hire,
COMP00734,EMP00468,2022-12-22,,88000,New Hire,
COMP00735,EMP00468,2023-12-22,88000.0,91500,Annual Merit Increase,3.7
COMP00736,EMP00469,2024-12-16,,109500,New Hire,
COMP00737,EMP00469,2025-12-16,109500.0,114000,Annual Merit Increase,4.1
COMP00738,EMP00470,2026-03-25,,64000,New Hire,
COMP00739,EMP00471,2026-07-02,,97500,New Hire,
COMP00740,EMP00472,2024-02-10,,87500,New Hire,
COMP00741,EMP00473,2025-08-02,,109000,New Hire,
COMP00742,EMP00474,2024-12-16,,109000,New Hire,
COMP00743,EMP00475,2026-07-16,,93000,New Hire,
COMP00744,EMP00476,2026-03-19,,200000,New Hire,
COMP00745,EMP00477,2026-03-29,,118500,New Hire,
COMP00746,EMP00478,2025-04-07,,142500,New Hire,
COMP00747,EMP00478,2026-04-07,142500.0,150000,Annual Merit Increase,5.4
COMP00748,EMP00479,2025-02-22,,108000,New Hire,
COMP00749,EMP00479,2026-02-22,108000.0,113000,Annual Merit Increase,4.5
COMP00750,EMP00480,2024-08-12,,121000,New Hire,
COMP00751,EMP00480,2025-08-12,121000.0,127500,Annual Merit Increase,5.4
COMP00752,EMP00481,2023-03-24,,123500,New Hire,
COMP00753,EMP00482,2026-04-15,,106500,New Hire,
COMP00754,EMP00483,2026-03-08,,62500,New Hire,
COMP00755,EMP00484,2026-07-06,,67500,New Hire,
COMP00756,EMP00485,2026-07-27,,101500,New Hire,
COMP00757,EMP00486,2025-07-10,,96000,New Hire,
COMP00758,EMP00487,2026-01-03,,103500,New Hire,
COMP00759,EMP00488,2026-06-19,,75000,New Hire,
COMP00760,EMP00489,2026-04-17,,166000,New Hire,
COMP00761,EMP00490,2024-07-07,,163000,New Hire,
COMP00762,EMP00491,2025-03-21,,184500,New Hire,
COMP00763,EMP00491,2026-03-21,184500.0,195500,Annual Merit Increase,6.0
COMP00764,EMP00492,2023-12-20,,82000,New Hire,
COMP00765,EMP00492,2024-12-19,82000.0,85500,Annual Merit Increase,4.5
COMP00766,EMP00493,2026-06-26,,140500,New Hire,
COMP00767,EMP00494,2025-08-04,,162000,New Hire,
COMP00768,EMP00495,2024-06-14,,83000,New Hire,
COMP00769,EMP00496,2025-10-20,,99500,New Hire,
COMP00770,EMP00497,2025-09-22,,187500,New Hire,
COMP00771,EMP00498,2024-11-15,,93500,New Hire,
COMP00772,EMP00498,2025-11-15,93500.0,98000,Annual Merit Increase,5.0
COMP00773,EMP00499,2023-11-24,,85000,New Hire,
COMP00774,EMP00499,2024-11-23,85000.0,90000,Annual Merit Increase,5.7
COMP00775,EMP00499,2025-10-01,90000.0,92500,Annual Merit Increase,2.5
COMP00776,EMP00500,2025-10-08,,79500,New Hire,
COMP00777,EMP00501,2025-06-21,,84500,New Hire,
COMP00778,EMP00501,2026-06-21,84500.0,89500,Annual Merit Increase,5.9
COMP00779,EMP00502,2026-01-15,,139500,New Hire,
COMP00780,EMP00503,2025-06-22,,133500,New Hire,
COMP00781,EMP00503,2026-06-22,133500.0,141500,Annual Merit Increase,5.8
COMP00782,EMP00504,2026-04-20,,103500,New Hire,
COMP00783,EMP00505,2025-06-28,,74000,New Hire,
COMP00784,EMP00505,2026-06-28,74000.0,75500,Annual Merit Increase,2.3
COMP00785,EMP00506,2025-07-14,,132500,New Hire,
COMP00786,EMP00506,2026-07-14,132500.0,138500,Annual Merit Increase,4.5
COMP00787,EMP00507,2026-04-27,,143000,New Hire,
COMP00788,EMP00508,2025-01-29,,76500,New Hire,
COMP00789,EMP00509,2024-01-09,,166000,New Hire,
COMP00790,EMP00509,2025-01-08,166000.0,174500,Annual Merit Increase,5.1
COMP00791,EMP00509,2026-01-20,174500.0,184000,Annual Merit Increase,5.4
COMP00792,EMP00510,2022-12-08,,83000,New Hire,
COMP00793,EMP00510,2023-12-08,83000.0,86500,Annual Merit Increase,4.1
COMP00794,EMP00510,2024-10-31,86500.0,99500,Promotion,15.2
COMP00795,EMP00510,2026-01-20,99500.0,101500,Annual Merit Increase,2.0
COMP00796,EMP00511,2026-01-26,,87500,New Hire,
COMP00797,EMP00512,2025-09-28,,153000,New Hire,
COMP00798,EMP00513,2025-11-26,,92000,New Hire,
COMP00799,EMP00514,2024-05-17,,131500,New Hire,
COMP00800,EMP00514,2025-05-17,131500.0,138000,Annual Merit Increase,5.0
COMP00801,EMP00514,2026-04-15,138000.0,143000,Annual Merit Increase,3.8
COMP00802,EMP00515,2024-01-02,,91500,New Hire,
COMP00803,EMP00516,2022-10-25,,175000,New Hire,
COMP00804,EMP00516,2023-10-25,175000.0,185500,Annual Merit Increase,5.9
COMP00805,EMP00516,2024-08-19,185500.0,193000,Annual Merit Increase,4.2
COMP00806,EMP00516,2025-08-28,193000.0,198500,Annual Merit Increase,3.0
COMP00807,EMP00517,2024-11-24,,54000,New Hire,
COMP00808,EMP00517,2025-11-24,54000.0,57000,Annual Merit Increase,5.1
COMP00809,EMP00518,2025-08-30,,71000,New Hire,
COMP00810,EMP00519,2025-01-03,,81000,New Hire,
COMP00811,EMP00519,2026-01-03,81000.0,83500,Annual Merit Increase,2.9
COMP00812,EMP00520,2025-03-08,,79000,New Hire,
COMP00813,EMP00521,2026-05-12,,202000,New Hire,
COMP00814,EMP00522,2024-11-01,,118500,New Hire,
COMP00815,EMP00522,2025-11-01,118500.0,122000,Annual Merit Increase,2.8
COMP00816,EMP00523,2025-05-10,,131000,New Hire,
COMP00817,EMP00524,2026-02-20,,165500,New Hire,
COMP00818,EMP00525,2025-01-03,,122500,New Hire,
COMP00819,EMP00525,2026-01-03,122500.0,127500,Annual Merit Increase,4.1
COMP00820,EMP00526,2025-09-06,,71500,New Hire,
COMP00821,EMP00527,2026-04-07,,92500,New Hire,
COMP00822,EMP00528,2026-06-20,,98500,New Hire,
COMP00823,EMP00529,2024-01-23,,75000,New Hire,
COMP00824,EMP00530,2026-06-25,,78000,New Hire,
COMP00825,EMP00531,2025-05-27,,156000,New Hire,
COMP00826,EMP00531,2026-05-27,156000.0,160000,Annual Merit Increase,2.7
COMP00827,EMP00532,2024-07-18,,182500,New Hire,
COMP00828,EMP00532,2025-07-18,182500.0,191000,Annual Merit Increase,4.6
COMP00829,EMP00532,2026-05-25,191000.0,195000,Annual Merit Increase,2.2
COMP00830,EMP00533,2025-03-11,,79000,New Hire,
COMP00831,EMP00533,2026-03-11,79000.0,81500,Annual Merit Increase,2.9
COMP00832,EMP00534,2026-07-19,,179500,New Hire,
COMP00833,EMP00535,2025-05-05,,151500,New Hire,
COMP00834,EMP00535,2026-05-05,151500.0,156000,Annual Merit Increase,3.1
COMP00835,EMP00536,2024-10-19,,72500,New Hire,
COMP00836,EMP00536,2025-10-19,72500.0,76000,Annual Merit Increase,4.5
COMP00837,EMP00537,2025-09-11,,69000,New Hire,
COMP00838,EMP00538,2024-06-24,,75000,New Hire,
