ReviewID,EmployeeID,ReviewPeriod,ReviewDate,PerformanceRating,GoalCompletionPct,PromotionRecommended
REV00409,EMP00279,2026-H1,2026-01-13,2.7,38.9,No
REV00410,EMP00279,2026-H2,2026-07-19,3.6,79.3,No
REV00411,EMP00280,2026-H1,2026-02-09,4.1,65.2,No
REV00412,EMP00281,2025-H2,2025-08-26,3.3,52.0,No
REV00413,EMP00282,2025-H1,2025-01-26,4.1,84.8,No
REV00414,EMP00284,2026-H2,2026-07-14,3.0,64.2,No
REV00415,EMP00286,2024-H1,2024-05-17,4.2,65.1,No
REV00416,EMP00286,2024-H2,2024-12-20,3.8,63.0,No
REV00417,EMP00286,2025-H2,2025-07-04,3.1,61.3,No
REV00418,EMP00286,2025-H2,2025-12-16,3.0,70.8,No
REV00419,EMP00286,2026-H1,2026-06-03,2.8,49.8,No
REV00420,EMP00287,2023-H2,2023-08-07,2.2,37.9,No
REV00421,EMP00287,2024-H1,2024-02-18,3.0,43.9,No
REV00422,EMP00288,2023-H2,2023-08-05,4.0,60.4,No
REV00423,EMP00288,2024-H1,2024-01-18,3.0,45.9,No
REV00424,EMP00288,2024-H2,2024-07-02,4.2,80.8,No
REV00425,EMP00288,2024-H2,2024-12-30,3.3,50.6,No
REV00426,EMP00288,2025-H1,2025-06-30,3.2,55.8,No
REV00427,EMP00288,2025-H2,2025-12-16,2.9,77.3,No
REV00428,EMP00288,2026-H1,2026-05-30,4.3,59.8,No
REV00429,EMP00290,2026-H1,2026-05-17,3.3,62.5,No
REV00430,EMP00291,2025-H2,2025-10-14,4.3,71.0,No
REV00431,EMP00291,2026-H1,2026-05-08,4.9,79.1,No
REV00432,EMP00292,2024-H1,2024-03-27,4.0,66.2,No
REV00433,EMP00292,2024-H2,2024-09-25,3.2,60.5,No
REV00434,EMP00292,2025-H1,2025-03-27,3.1,41.1,No
REV00435,EMP00292,2025-H2,2025-09-09,3.1,57.1,No
REV00436,EMP00292,2026-H1,2026-03-31,2.7,45.9,No
REV00437,EMP00295,2024-H2,2024-09-13,2.6,36.7,No
REV00438,EMP00295,2025-H1,2025-03-08,1.6,30.7,No
REV00439,EMP00295,2025-H2,2025-08-30,1.8,39.4,No
REV00440,EMP00295,2026-H1,2026-03-10,1.8,36.6,No
REV00441,EMP00297,2025-H2,2025-07-29,4.3,84.7,Yes
REV00442,EMP00297,2026-H1,2026-02-22,4.2,71.7,No
REV00443,EMP00298,2026-H1,2026-03-12,3.0,49.7,No
REV00444,EMP00299,2026-H1,2026-03-08,2.2,47.9,No
REV00445,EMP00301,2025-H1,2025-06-26,2.9,44.1,No
REV00446,EMP00301,2025-H2,2025-12-18,2.9,61.1,No
REV00447,EMP00302,2026-H1,2026-03-17,3.9,66.4,No
REV00448,EMP00303,2025-H2,2025-11-03,3.2,70.2,No
REV00449,EMP00303,2026-H1,2026-06-22,3.0,62.7,No
REV00450,EMP00306,2024-H2,2024-08-10,4.3,80.7,No
REV00451,EMP00307,2023-H2,2023-11-16,3.4,61.8,No
REV00452,EMP00307,2024-H1,2024-05-15,3.4,72.0,No
REV00453,EMP00310,2026-H1,2026-01-09,2.9,40.2,No
REV00454,EMP00312,2026-H1,2026-01-28,3.7,67.2,No
REV00455,EMP00313,2025-H2,2025-07-31,1.8,35.5,No
REV00456,EMP00314,2026-H1,2026-03-23,2.8,54.1,No
REV00457,EMP00315,2025-H2,2025-09-11,1.7,30.1,No
REV00458,EMP00315,2026-H1,2026-03-19,2.0,35.7,No
REV00459,EMP00316,2025-H2,2025-12-05,3.3,54.4,No
REV00460,EMP00316,2026-H1,2026-06-12,3.4,68.0,No
REV00461,EMP00318,2025-H2,2025-07-28,1.6,44.3,No
REV00462,EMP00318,2026-H1,2026-03-04,1.0,30.0,No
REV00463,EMP00321,2024-H2,2024-10-20,3.4,70.6,No
REV00464,EMP00322,2023-H2,2023-11-17,3.3,48.6,No
REV00465,EMP00322,2024-H1,2024-05-18,3.3,64.2,No
REV00466,EMP00322,2024-H2,2024-10-30,3.2,53.4,No
REV00467,EMP00322,2025-H1,2025-04-19,3.6,65.6,No
REV00468,EMP00322,2025-H2,2025-12-09,4.1,65.3,No
REV00469,EMP00322,2026-H2,2026-07-01,3.5,66.2,No
REV00470,EMP00323,2024-H1,2024-03-10,3.3,57.6,No
REV00471,EMP00323,2024-H2,2024-09-07,3.8,55.1,No
REV00472,EMP00323,2025-H1,2025-02-23,3.3,56.0,No
REV00473,EMP00323,2025-H2,2025-10-04,2.9,50.6,No
REV00474,EMP00323,2026-H1,2026-04-28,3.3,64.7,No
REV00475,EMP00324,2023-H1,2023-05-04,4.5,85.4,Yes
REV00476,EMP00325,2024-H1,2024-03-14,4.3,,No
REV00477,EMP00325,2024-H2,2024-09-30,4.8,76.2,No
REV00478,EMP00325,2025-H1,2025-05-18,4.2,80.9,No
REV00479,EMP00325,2025-H2,2025-11-07,4.0,89.0,No
REV00480,EMP00325,2026-H1,2026-06-26,4.6,83.0,Yes
REV00481,EMP00326,2026-H1,2026-05-27,4.6,90.8,Yes
REV00482,EMP00328,2025-H1,2025-04-05,4.0,71.4,No
REV00483,EMP00328,2025-H2,2025-10-27,3.5,62.2,No
REV00484,EMP00328,2026-H1,2026-05-18,3.4,72.5,No
REV00485,EMP00330,2023-H1,2023-05-06,3.1,54.2,No
REV00486,EMP00330,2023-H2,2023-12-14,3.4,76.1,No
REV00487,EMP00330,2024-H1,2024-06-19,3.3,47.9,No
REV00488,EMP00330,2025-H1,2025-01-18,2.7,64.0,No
REV00489,EMP00330,2025-H2,2025-08-10,3.4,56.5,No
REV00490,EMP00330,2026-H1,2026-03-16,2.9,72.2,No
REV00491,EMP00332,2025-H1,2025-02-15,3.3,62.0,No
REV00492,EMP00333,2024-H1,2024-06-20,2.7,46.3,No
REV00493,EMP00333,2025-H1,2025-01-01,2.0,31.2,No
REV00494,EMP00334,2026-H1,2026-05-11,2.3,47.4,No
REV00495,EMP00335,2026-H1,2026-03-06,3.9,63.1,No
REV00496,EMP00337,2026-H1,2026-06-06,2.9,45.2,No
REV00497,EMP00339,2025-H1,2025-02-02,3.2,56.2,No
REV00498,EMP00339,2025-H2,2025-08-01,4.0,78.7,No
REV00499,EMP00339,2026-H1,2026-02-27,3.3,41.3,No
REV00500,EMP00340,2024-H2,2024-09-28,3.2,53.8,No
REV00501,EMP00340,2025-H1,2025-05-16,3.7,62.7,No
REV00502,EMP00340,2025-H2,2025-11-14,3.3,54.7,No
REV00503,EMP00340,2026-H2,2026-07-02,3.1,61.2,No
REV00504,EMP00341,2026-H2,2026-07-08,3.0,54.6,No
REV00505,EMP00344,2025-H2,2025-08-04,4.5,72.9,Yes
REV00506,EMP00344,2026-H1,2026-03-24,3.7,70.8,No
REV00507,EMP00345,2025-H1,2025-06-01,2.9,,No
REV00508,EMP00345,2026-H1,2026-01-01,2.8,42.7,No
REV00509,EMP00351,2026-H2,2026-07-23,3.5,58.9,No
REV00510,EMP00352,2026-H2,2026-07-15,4.9,86.0,Yes
REV00511,EMP00355,2025-H2,2025-11-26,3.3,58.3,No
REV00512,EMP00355,2026-H1,2026-05-14,2.7,47.3,No
REV00513,EMP00357,2025-H1,2025-04-20,2.3,45.5,No
REV00514,EMP00357,2025-H2,2025-12-07,3.0,58.5,No
REV00515,EMP00357,2026-H2,2026-07-01,3.2,,No
REV00516,EMP00359,2025-H2,2025-07-26,3.7,65.6,No
REV00517,EMP00359,2026-H1,2026-01-19,3.1,46.0,No
REV00518,EMP00360,2023-H1,2023-03-05,3.5,75.5,No
REV00519,EMP00360,2023-H2,2023-09-26,3.9,75.6,No
REV00520,EMP00360,2024-H1,2024-05-12,3.8,65.9,No
REV00521,EMP00360,2024-H2,2024-11-29,3.6,67.0,No
REV00522,EMP00360,2025-H1,2025-05-15,3.4,61.5,No
REV00523,EMP00360,2025-H2,2025-12-01,3.2,59.9,No
REV00524,EMP00362,2024-H1,2024-02-28,4.2,84.4,No
REV00525,EMP00362,2024-H2,2024-08-16,4.3,72.4,No
REV00526,EMP00362,2025-H1,2025-04-06,4.7,88.7,No
REV00527,EMP00362,2025-H2,2025-11-07,4.3,90.2,No
REV00528,EMP00362,2026-H1,2026-05-02,4.4,64.6,No
REV00529,EMP00363,2025-H1,2025-04-24,3.9,62.6,No
REV00530,EMP00363,2025-H2,2025-12-13,2.5,61.4,No
REV00531,EMP00363,2026-H2,2026-07-05,3.5,61.5,No
REV00532,EMP00367,2026-H1,2026-03-23,3.6,77.7,No
REV00533,EMP00369,2025-H1,2025-03-08,2.9,43.9,No
REV00534,EMP00369,2025-H2,2025-09-06,3.6,70.4,No
REV00535,EMP00369,2026-H1,2026-04-02,2.8,60.5,No
REV00536,EMP00371,2026-H1,2026-04-23,2.3,30.0,No
REV00537,EMP00375,2024-H1,2024-02-08,3.1,59.2,No
REV00538,EMP00375,2024-H2,2024-07-25,3.0,51.9,No
REV00539,EMP00375,2025-H1,2025-02-16,2.8,46.5,No
REV00540,EMP00375,2025-H2,2025-09-12,2.9,48.3,No
REV00541,EMP00375,2026-H1,2026-04-15,3.1,,No
REV00542,EMP00376,2025-H2,2025-11-14,3.3,53.4,No
REV00543,EMP00377,2023-H2,2023-09-14,3.2,44.5,No
REV00544,EMP00377,2024-H1,2024-03-08,3.2,57.5,No
REV00545,EMP00377,2024-H2,2024-10-25,2.8,60.9,No
REV00546,EMP00377,2025-H1,2025-06-11,3.2,61.1,No
REV00547,EMP00377,2026-H1,2026-01-30,3.3,60.0,No
REV00548,EMP00378,2025-H2,2025-12-21,3.5,56.0,No
REV00549,EMP00378,2026-H2,2026-07-10,3.7,72.7,No
REV00550,EMP00379,2025-H2,2025-09-08,2.2,41.9,No
REV00551,EMP00379,2026-H1,2026-03-22,2.2,44.8,No
REV00552,EMP00381,2025-H1,2025-05-14,2.6,42.3,No
REV00553,EMP00381,2025-H2,2025-11-01,2.6,47.0,No
REV00554,EMP00382,2024-H1,2024-06-05,4.7,79.5,Yes
REV00555,EMP00382,2025-H1,2025-01-12,4.8,85.1,Yes
REV00556,EMP00382,2025-H2,2025-08-13,4.0,77.7,No
REV00557,EMP00382,2026-H1,2026-03-26,4.3,81.9,No
REV00558,EMP00383,2024-H2,2024-07-12,3.2,58.5,No
REV00559,EMP00384,2026-H2,2026-07-10,4.0,78.9,No
REV00560,EMP00386,2024-H1,2024-04-03,4.6,76.7,Yes
REV00561,EMP00386,2024-H2,2024-10-15,4.4,66.5,No
REV00562,EMP00386,2025-H1,2025-05-29,4.0,60.7,No
REV00563,EMP00386,2026-H1,2026-01-16,4.1,80.5,No
REV00564,EMP00387,2024-H1,2024-01-22,4.0,78.1,No
REV00565,EMP00387,2024-H2,2024-08-23,4.1,71.6,No
REV00566,EMP00387,2025-H1,2025-03-07,4.0,73.5,No
REV00567,EMP00387,2025-H2,2025-09-25,5.0,92.1,Yes
REV00568,EMP00387,2026-H1,2026-03-10,3.9,57.4,No
REV00569,EMP00389,2023-H2,2023-12-19,3.1,,No
REV00570,EMP00389,2024-H1,2024-06-14,4.0,73.5,No
REV00571,EMP00389,2025-H1,2025-01-27,3.7,70.4,No
REV00572,EMP00389,2025-H2,2025-08-18,3.1,63.8,No
REV00573,EMP00389,2026-H1,2026-03-18,2.9,60.3,No
REV00574,EMP00391,2026-H1,2026-05-27,2.7,42.3,No
REV00575,EMP00392,2024-H1,2024-01-09,3.5,68.5,No
REV00576,EMP00392,2024-H2,2024-08-16,3.8,67.1,No
REV00577,EMP00393,2024-H1,2024-01-23,2.7,37.0,No
REV00578,EMP00393,2024-H2,2024-08-20,3.1,47.3,No
REV00579,EMP00393,2025-H1,2025-04-05,2.9,53.2,No
REV00580,EMP00393,2025-H2,2025-11-25,3.4,70.7,No
REV00581,EMP00393,2026-H1,2026-06-02,3.3,59.5,No
REV00582,EMP00396,2025-H1,2025-06-18,2.3,30.3,No
REV00583,EMP00396,2025-H2,2025-12-22,1.6,30.0,No
REV00584,EMP00400,2026-H2,2026-07-07,3.6,59.9,No
REV00585,EMP00402,2024-H1,2024-01-16,3.5,56.0,No
REV00586,EMP00402,2024-H2,2024-07-17,2.9,51.1,No
REV00587,EMP00402,2025-H1,2025-02-20,2.9,49.6,No
REV00588,EMP00402,2025-H2,2025-09-26,3.4,53.4,No
REV00589,EMP00402,2026-H1,2026-04-23,2.8,63.1,No
REV00590,EMP00404,2026-H1,2026-01-09,2.7,48.1,No
REV00591,EMP00404,2026-H2,2026-07-26,3.1,71.5,No
REV00592,EMP00405,2025-H2,2025-08-21,3.0,43.5,No
REV00593,EMP00405,2026-H1,2026-02-27,3.3,52.2,No
REV00594,EMP00407,2024-H1,2024-05-15,4.4,67.8,Yes
REV00595,EMP00407,2024-H2,2024-12-21,3.8,,No
REV00596,EMP00407,2025-H1,2025-06-04,4.0,65.4,No
REV00597,EMP00407,2025-H2,2025-12-10,4.4,70.8,Yes
REV00598,EMP00407,2026-H2,2026-07-23,3.9,65.3,No
REV00599,EMP00408,2025-H2,2025-11-14,3.3,73.5,No
REV00600,EMP00409,2023-H1,2023-04-07,3.1,64.4,No
REV00601,EMP00409,2023-H2,2023-10-28,3.1,55.3,No
REV00602,EMP00409,2024-H1,2024-06-05,3.0,67.4,No
REV00603,EMP00409,2025-H1,2025-01-18,3.0,54.6,No
REV00604,EMP00409,2025-H2,2025-07-20,2.9,51.8,No
REV00605,EMP00409,2026-H1,2026-02-11,3.2,55.5,No
REV00606,EMP00410,2025-H2,2025-10-20,4.8,90.3,No
REV00607,EMP00412,2024-H1,2024-06-25,4.7,65.1,Yes
REV00608,EMP00412,2024-H2,2024-12-19,4.0,76.6,No
REV00609,EMP00412,2025-H1,2025-06-21,4.0,67.6,No
REV00610,EMP00412,2026-H1,2026-02-02,4.7,88.4,No
REV00611,EMP00413,2024-H1,2024-06-11,3.7,77.4,No
REV00612,EMP00413,2024-H2,2024-12-29,4.5,82.2,No
REV00613,EMP00413,2025-H1,2025-06-21,4.3,76.2,Yes
REV00614,EMP00415,2026-H2,2026-07-15,3.1,48.3,No
REV00615,EMP00418,2025-H1,2025-06-26,3.4,61.2,No
REV00616,EMP00419,2025-H1,2025-02-19,4.5,68.5,Yes
REV00617,EMP00419,2025-H2,2025-10-10,4.8,83.9,No
REV00618,EMP00419,2026-H1,2026-05-31,4.8,100.0,No
REV00619,EMP00421,2024-H2,2024-12-04,3.2,61.2,No
REV00620,EMP00421,2025-H1,2025-06-01,3.3,55.9,No
REV00621,EMP00421,2026-H1,2026-01-13,3.3,53.8,No
REV00622,EMP00423,2023-H1,2023-04-23,4.4,88.9,Yes
REV00623,EMP00423,2023-H2,2023-12-14,4.4,76.5,Yes
REV00624,EMP00423,2024-H1,2024-06-06,4.4,82.5,Yes
REV00625,EMP00423,2025-H1,2025-01-03,4.0,71.5,No
REV00626,EMP00425,2023-H2,2023-08-06,3.5,65.1,No
REV00627,EMP00425,2024-H1,2024-02-26,3.0,69.6,No
REV00628,EMP00425,2024-H2,2024-09-01,3.6,63.8,No
REV00629,EMP00425,2025-H1,2025-02-24,3.5,52.3,No
REV00630,EMP00425,2025-H2,2025-08-16,3.0,65.4,No
REV00631,EMP00425,2026-H1,2026-01-31,3.5,70.5,No
REV00632,EMP00425,2026-H2,2026-07-15,3.0,43.0,No
REV00633,EMP00427,2025-H2,2025-12-16,4.7,82.3,Yes
REV00634,EMP00427,2026-H1,2026-06-23,3.1,55.6,No
REV00635,EMP00429,2023-H2,2023-12-18,2.7,54.3,No
REV00636,EMP00429,2024-H1,2024-06-13,3.4,54.7,No
REV00637,EMP00429,2025-H1,2025-01-05,3.4,61.9,No
REV00638,EMP00429,2025-H2,2025-07-27,3.1,57.9,No
REV00639,EMP00429,2026-H1,2026-01-29,3.5,50.3,No
REV00640,EMP00430,2026-H1,2026-01-23,3.9,77.6,No
REV00641,EMP00430,2026-H2,2026-07-09,3.0,55.8,No
REV00642,EMP00432,2025-H2,2025-12-11,4.7,92.6,Yes
REV00643,EMP00432,2026-H1,2026-06-13,3.8,65.8,No
REV00644,EMP00433,2026-H1,2026-03-26,3.5,62.0,No
REV00645,EMP00434,2026-H1,2026-05-30,2.8,44.0,No
REV00646,EMP00435,2025-H2,2025-09-07,3.3,47.8,No
REV00647,EMP00435,2026-H1,2026-02-27,3.0,52.8,No
REV00648,EMP00436,2026-H1,2026-03-02,3.2,44.7,No
REV00649,EMP00439,2023-H2,2023-08-05,3.5,52.8,No
REV00650,EMP00439,2024-H1,2024-03-09,3.5,57.8,No
REV00651,EMP00439,2024-H2,2024-10-11,3.5,54.4,No
REV00652,EMP00439,2025-H1,2025-04-22,3.3,75.2,No
REV00653,EMP00440,2025-H1,2025-02-08,4.4,90.9,No
REV00654,EMP00443,2025-H2,2025-09-20,3.0,67.7,No
REV00655,EMP00445,2025-H1,2025-01-30,2.6,56.5,No
REV00656,EMP00445,2025-H2,2025-07-28,3.4,71.6,No
REV00657,EMP00445,2026-H1,2026-03-22,3.9,62.0,No
REV00658,EMP00446,2024-H2,2024-10-16,4.8,93.3,Yes
REV00659,EMP00446,2025-H1,2025-05-09,3.4,63.0,No
REV00660,EMP00446,2025-H2,2025-11-21,3.5,64.6,No
REV00661,EMP00446,2026-H1,2026-05-26,4.2,76.9,Yes
REV00662,EMP00447,2025-H2,2025-10-23,4.4,68.8,Yes
REV00663,EMP00449,2026-H1,2026-01-27,2.8,45.3,No
REV00664,EMP00450,2023-H2,2023-12-31,3.4,58.6,No
REV00665,EMP00450,2024-H2,2024-08-01,3.1,66.8,No
REV00666,EMP00453,2026-H1,2026-05-10,2.9,52.7,No
REV00667,EMP00454,2025-H2,2025-12-06,3.5,66.0,No
REV00668,EMP00454,2026-H1,2026-05-26,3.4,64.6,No
REV00669,EMP00455,2025-H1,2025-03-23,2.9,57.1,No
REV00670,EMP00455,2025-H2,2025-11-02,3.0,69.5,No
REV00671,EMP00455,2026-H1,2026-06-17,3.3,59.4,No
REV00672,EMP00457,2026-H1,2026-05-18,3.5,74.9,No
REV00673,EMP00458,2024-H2,2024-08-02,3.7,64.9,No
REV00674,EMP00458,2025-H1,2025-02-05,2.9,44.0,No
REV00675,EMP00462,2026-H1,2026-06-02,3.4,57.6,No
REV00676,EMP00464,2025-H2,2025-08-11,3.2,59.6,No
REV00677,EMP00464,2026-H1,2026-03-04,3.4,63.1,No
REV00678,EMP00468,2023-H1,2023-06-22,2.3,35.5,No
REV00679,EMP00468,2024-H1,2024-01-01,3.6,64.1,No
REV00680,EMP00469,2025-H1,2025-06-16,3.4,71.3,No
REV00681,EMP00469,2025-H2,2025-12-05,3.7,53.3,No
REV00682,EMP00469,2026-H1,2026-05-19,3.3,,No
REV00683,EMP00473,2026-H1,2026-01-31,1.4,30.0,No
REV00684,EMP00474,2025-H1,2025-06-16,4.7,93.1,Yes
REV00685,EMP00478,2025-H2,2025-10-06,3.6,77.5,No
REV00686,EMP00478,2026-H1,2026-04-15,3.2,61.0,No
REV00687,EMP00479,2025-H2,2025-08-23,3.8,,No
REV00688,EMP00479,2026-H1,2026-04-05,2.9,57.1,No
REV00689,EMP00480,2025-H1,2025-02-10,4.4,71.9,Yes
REV00690,EMP00480,2025-H2,2025-09-13,4.2,90.1,Yes
REV00691,EMP00480,2026-H1,2026-04-10,4.5,79.9,No
REV00692,EMP00487,2026-H2,2026-07-04,4.8,91.2,Yes
REV00693,EMP00490,2025-H1,2025-01-05,3.6,68.5,No
REV00694,EMP00491,2025-H2,2025-09-19,4.7,67.6,No
REV00695,EMP00491,2026-H1,2026-04-18,3.8,58.5,No
REV00696,EMP00492,2024-H1,2024-06-19,2.9,53.4,No
REV00697,EMP00492,2024-H2,2024-12-12,2.9,38.9,No
REV00698,EMP00494,2026-H1,2026-02-02,3.1,44.4,No
REV00699,EMP00497,2026-H1,2026-03-23,3.4,76.8,No
REV00700,EMP00498,2025-H1,2025-05-16,4.0,75.9,No
REV00701,EMP00498,2025-H2,2025-11-06,3.9,68.8,No
REV00702,EMP00498,2026-H1,2026-06-24,5.0,93.1,No
REV00703,EMP00499,2024-H1,2024-05-24,3.2,53.7,No
REV00704,EMP00499,2024-H2,2024-12-23,3.7,72.9,No
REV00705,EMP00499,2025-H1,2025-06-13,3.2,61.8,No
REV00706,EMP00499,2025-H2,2025-12-10,2.8,54.2,No
REV00707,EMP00499,2026-H1,2026-06-29,2.7,,No
REV00708,EMP00500,2026-H1,2026-04-08,2.5,38.8,No
REV00709,EMP00501,2025-H2,2025-12-20,4.0,76.3,No
REV00710,EMP00501,2026-H2,2026-07-18,4.7,89.6,No
REV00711,EMP00502,2026-H2,2026-07-16,3.4,53.7,No
REV00712,EMP00503,2025-H2,2025-12-21,3.4,46.8,No
REV00713,EMP00505,2025-H2,2025-12-27,3.6,74.0,No
REV00714,EMP00505,2026-H1,2026-06-15,3.2,54.1,No
REV00715,EMP00506,2026-H1,2026-01-12,3.6,82.0,No
REV00716,EMP00508,2025-H2,2025-07-30,4.3,84.3,Yes
REV00717,EMP00509,2024-H2,2024-07-09,4.6,77.1,Yes
REV00718,EMP00509,2025-H1,2025-01-24,3.9,75.0,No
REV00719,EMP00509,2025-H2,2025-07-12,4.0,74.4,No
REV00720,EMP00509,2026-H1,2026-02-16,3.7,59.4,No
REV00721,EMP00510,2023-H1,2023-06-08,4.2,75.6,No
REV00722,EMP00510,2024-H1,2024-01-24,4.3,80.9,No
REV00723,EMP00510,2024-H2,2024-09-09,4.7,83.6,Yes
REV00724,EMP00510,2025-H1,2025-03-28,4.6,71.9,No
REV00725,EMP00510,2025-H2,2025-09-23,4.4,83.8,No
REV00726,EMP00510,2026-H1,2026-04-29,4.7,89.2,Yes
REV00727,EMP00511,2026-H2,2026-07-27,2.9,57.4,No
REV00728,EMP00512,2026-H1,2026-03-29,3.0,60.5,No
REV00729,EMP00513,2026-H1,2026-05-27,3.7,66.6,No
REV00730,EMP00514,2024-H2,2024-11-15,3.0,43.2,No
REV00731,EMP00514,2025-H1,2025-05-09,3.9,59.4,No
REV00732,EMP00514,2025-H2,2025-11-27,3.5,71.3,No
REV00733,EMP00514,2026-H1,2026-05-29,3.0,55.0,No
REV00734,EMP00516,2023-H1,2023-04-25,1.8,30.1,No
REV00735,EMP00516,2023-H2,2023-10-29,2.2,46.3,No
REV00736,EMP00516,2024-H1,2024-06-15,2.2,39.6,No
REV00737,EMP00516,2024-H2,2024-12-23,1.8,40.5,No
REV00738,EMP00516,2025-H1,2025-06-13,2.3,46.5,No
REV00739,EMP00516,2026-H1,2026-01-23,2.5,37.1,No
REV00740,EMP00516,2026-H2,2026-07-23,2.2,40.5,No
REV00741,EMP00517,2025-H1,2025-05-25,4.3,82.0,No
REV00742,EMP00517,2025-H2,2025-11-28,4.5,83.4,No
REV00743,EMP00517,2026-H2,2026-07-03,5.0,86.4,No
REV00744,EMP00518,2026-H1,2026-02-28,3.8,79.7,No
REV00745,EMP00519,2025-H2,2025-07-04,3.2,63.7,No
REV00746,EMP00519,2025-H2,2025-12-21,3.4,72.3,No
REV00747,EMP00519,2026-H2,2026-07-06,3.7,58.5,No
REV00748,EMP00522,2025-H1,2025-05-02,3.0,54.7,No
REV00749,EMP00522,2025-H2,2025-10-22,2.9,40.8,No
REV00750,EMP00522,2026-H1,2026-05-09,3.7,62.0,No
REV00751,EMP00525,2025-H2,2025-07-04,3.4,60.8,No
REV00752,EMP00525,2026-H1,2026-01-12,3.3,48.9,No
REV00753,EMP00531,2025-H2,2025-11-25,3.3,60.6,No
REV00754,EMP00531,2026-H1,2026-05-15,3.3,59.9,No
REV00755,EMP00532,2025-H1,2025-01-16,3.2,55.9,No
REV00756,EMP00532,2025-H2,2025-07-30,3.1,69.7,No
REV00757,EMP00532,2026-H1,2026-03-06,2.5,46.4,No
REV00758,EMP00533,2025-H2,2025-09-09,3.1,55.3,No
REV00759,EMP00533,2026-H1,2026-03-23,4.0,80.6,No
REV00760,EMP00535,2025-H2,2025-11-03,4.6,74.9,No
REV00761,EMP00535,2026-H1,2026-04-25,4.0,83.8,No
REV00762,EMP00536,2025-H1,2025-04-19,2.5,44.2,No
REV00763,EMP00536,2025-H2,2025-10-28,3.3,58.2,No
REV00764,EMP00537,2026-H1,2026-03-12,4.7,88.5,No
REV00765,EMP00538,2024-H2,2024-12-23,3.9,64.5,No
REV00766,EMP00538,2025-H2,2025-08-01,3.4,66.7,No
REV00767,EMP00538,2026-H1,2026-02-16,2.8,35.8,No
REV00768,EMP00539,2023-H2,2023-12-11,3.6,84.9,No
REV00769,EMP00539,2024-H1,2024-06-20,3.4,70.1,No
REV00770,EMP00539,2024-H2,2024-12-24,1.9,30.0,No
REV00771,EMP00539,2025-H2,2025-07-08,3.3,67.4,No
REV00772,EMP00540,2024-H1,2024-06-09,3.2,66.2,No
REV00773,EMP00540,2024-H2,2024-12-06,3.6,51.5,No
REV00774,EMP00540,2025-H2,2025-07-21,2.9,66.2,No
REV00775,EMP00540,2026-H1,2026-02-15,2.9,52.2,No
REV00776,EMP00542,2024-H2,2024-08-24,4.3,90.2,Yes
REV00777,EMP00542,2025-H1,2025-02-06,4.3,67.8,No
REV00778,EMP00542,2025-H2,2025-09-25,5.0,94.5,Yes
REV00779,EMP00542,2026-H1,2026-04-23,4.6,82.1,No
REV00780,EMP00543,2024-H2,2024-07-28,2.8,52.9,No
REV00781,EMP00543,2025-H1,2025-02-27,3.2,56.0,No
REV00782,EMP00543,2025-H2,2025-08-17,3.3,52.1,No
REV00783,EMP00543,2026-H1,2026-03-20,3.6,72.2,No
REV00784,EMP00544,2026-H1,2026-03-29,2.4,44.1,No
REV00785,EMP00545,2024-H2,2024-09-07,3.4,47.0,No
REV00786,EMP00545,2025-H1,2025-03-12,3.6,59.7,No
REV00787,EMP00545,2025-H2,2025-10-28,3.9,70.5,No
REV00788,EMP00545,2026-H1,2026-04-24,4.1,80.4,No
REV00789,EMP00546,2025-H1,2025-05-05,4.4,75.4,No
REV00790,EMP00549,2026-H1,2026-04-08,3.5,69.6,No
REV00791,EMP00550,2024-H2,2024-09-21,3.0,57.7,No
REV00792,EMP00550,2025-H1,2025-03-09,3.1,54.4,No
REV00793,EMP00550,2025-H2,2025-10-02,3.1,58.7,No
REV00794,EMP00550,2026-H1,2026-05-23,3.0,55.1,No
REV00795,EMP00551,2024-H2,2024-10-08,3.7,74.7,No
REV00796,EMP00552,2023-H2,2023-08-16,3.5,68.5,No
REV00797,EMP00553,2024-H2,2024-09-13,3.2,60.0,No
REV00798,EMP00553,2025-H1,2025-03-09,3.1,63.2,No
REV00799,EMP00553,2025-H2,2025-09-27,3.1,66.6,No
REV00800,EMP00553,2026-H1,2026-03-20,3.7,70.9,No
REV00801,EMP00554,2025-H1,2025-02-14,2.8,70.7,No
REV00802,EMP00554,2025-H2,2025-08-16,3.1,53.2,No
REV00803,EMP00554,2026-H1,2026-03-22,3.5,62.3,No
REV00804,EMP00555,2024-H2,2024-09-12,3.3,64.3,No
REV00805,EMP00555,2025-H1,2025-03-06,3.4,53.3,No
REV00806,EMP00557,2024-H1,2024-06-17,4.6,92.9,Yes
REV00807,EMP00557,2024-H2,2024-12-06,4.4,82.0,Yes
REV00808,EMP00557,2025-H2,2025-07-17,4.0,66.8,No
REV00809,EMP00557,2026-H1,2026-01-14,3.8,54.4,No
REV00810,EMP00557,2026-H2,2026-07-20,3.4,62.7,No
REV00811,EMP00558,2025-H2,2025-10-09,4.1,77.8,No
REV00812,EMP00558,2026-H1,2026-04-04,3.0,59.8,No
REV00813,EMP00559,2024-H2,2024-11-26,3.3,54.5,No
REV00814,EMP00559,2025-H1,2025-05-30,3.1,62.9,No
REV00815,EMP00559,2026-H1,2026-01-05,3.6,80.2,No
REV00816,EMP00559,2026-H2,2026-07-18,2.9,66.4,No
